CASE_NO,DECISION_DATE,NPC_SUBMITTED_DATE,CASE_STATUS,VISA_CLASS,ALIEN_WORK_STATE,CERTIFICATION_BEGIN_DATE,CERTIFICATION_END_DATE,EMPLOYER_NAME,EMPLOYER_ADDRESS1,EMPLOYER_ADDRESS2,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_STATE,DOT_OCCUPATIONAL_CODE,DOT_NAME,SOC_CODE,SOC_NAME,JOB_TITLE,NBR_WORKERS_REQUESTED,NBR_WORKERS_CERTIFIED,PREVAILING_WAGE,PW_UNIT_OF_PAY,BASIC_RATE_OF_PAY,BASIC_UNIT_OF_PAY
C-11355-56426,12/27/11,12/21/11,PARTIAL CERTIFIED,H-2B,OK,3/15/12,12/15/12,"GUTHRIE INDUSTRIAL COATING, INC.",5909 CHATEAU DR,,STILLWATER,OK,74075,,,,574.585-010,Paperhanger,519199,"Production Workers, All Other",PAPERHANGER,12,10,7.61,HR,7.61,HR
C-11355-56438,12/27/11,12/21/11,CERTIFIED,H-2B,CO,4/1/12,11/30/12,"ENVIRONMENTAL DESIGNS, INC.",12511 E. 112TH AVENUE,,HENDERSON,CO,80640,SUE ANN BOWEN,WINDSOR,CO,408.687-014,"Laborer, Landscape",373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",75,75,9.5,HR,9.5,HR
C-11355-56439,12/27/11,12/21/11,CERTIFIED,H-2B,CO,4/1/12,11/30/12,"PANORAMA COORDINATED SERVICES, INC,",1235 BOSTON AVE.,,LONGMONT,CO,80501,SUE ANN BOWEN,WINDSOR,CO,408.161-010,Landscape Gardener,373011,Landscaping and Groundskeeping Workers,LANDSCAPE GARDENER,8,8,9.5,HR,9.5,HR
C-11355-56459,12/27/11,12/21/11,CERTIFIED,H-2B,MA,3/1/11,11/1/11,"PAUL TURNER'S ULTIMATE SOCCER ACADEMY, INC.","62 MAIN STREET, SUITE 201",,KINGSTON,MA,02364,"KENDRA S. ELLIOTT, ESQ",ENOLA,PA,195.227-014,Recreation Leader,399032,Recreation Workers,RECREATION LEADER,10,10,13.91,HR,13.91,HR
C-11361-56610,12/27/11,12/27/11,CERTIFIED,H-2B,UT,12/15/11,4/15/12,STAPP CONSTRUCTION INC,649 W 250 S,,FARMINGTON,UT,84025,,,,862.684-014,"Laborer, Construction or Leak Gang",519198,Helpers--Production Workers,"LABORER, CONSTRUCTION OR LEAK GANG",10,10,11,HR,11,HR
C-11326-55851,12/28/11,11/22/11,DENIED,H-2B,NC,12/19/11,3/30/12,"GREEN MOUNTAIN FORESTRY, LLC",1087 BUCKNER ROAD,,RINGGOLD,NC,30735,STEPHEN WARD,COEUR D'ALENE,ID,452.687-018,Tree Planter,454011,Forest and Conservation Workers,TREE PLANTER,140,0,13.71,HR,13.71,HR
C-11334-55975,12/28/11,11/30/11,CERTIFIED,H-2B,TX,2/1/12,11/30/12,"PITTS CONSTRUCTION, INC.",808 AIRPORT BLVD.,,AUSTIN,TX,78702,KEMAL IAN BENOUIS,MANCHACA,TX,869.664-014,Construction Worker I,473012,Helpers--Carpenters,CONSTRUCTION WORKER I,15,15,,,,
C-11335-55995,12/28/11,12/1/11,DENIED,H-2B,NY,2/13/12,2/13/13,DELISH RESTAURANT GROUP DBA 5 AND DIAMOND RESTAURA,467 CENTRAL PARK WEST #15 C,,NEW YORK,NY,10025,,,,350.677-030,Waiter/Waitress,353031,Waiters and Waitresses,WAITER/WAITRESS,1,0,8,HR,8,HR
C-11336-56013,12/28/11,12/2/11,CERTIFIED,H-2B,MI,12/1/11,4/30/12,"BOYNE RESORTS USA, INC.",3951 CHARLEVOIX AVENUE,,PETOSKEY,MI,49770,JAMES GLENN ALDRICH,BLOOMFIELD HILLS,MI,153.227-018,"Instructor, Sports",399031,Fitness Trainers and Aerobics Instructors,"INSTRUCTOR, SPORTS",12,12,,,,
C-11339-56039,12/28/11,12/5/11,CERTIFIED,H-2B,FL,1/10/12,11/10/12,"NETTERFIELD'S POPCORN & LEMONADE, INC.",6119 THOMAS CIRCLE,,LAND O'LAKES,FL,34636,JAMES KENDRICK JUDKINS,RIO HONDO,TX,349.664-010,Amusement Park Worker,393091,Amusement and Recreation Attendants,AMUSEMENT PARK WORKER,45,45,,,,
C-11340-56056,12/28/11,12/6/11,CERTIFIED,H-2B,MA,3/1/12,11/30/12,SPIKE INC DBA OLYMPIA MOVING & STORAGE,17  BRIDGE STREET,,WATERTOWN,MA,02472,BRANDI COWAN,BAY CITY,TX,869.687-034,House-Mover Helper,473019,"Helpers, Construction Trades, All Other",HOUSE MOVER HELPER,60,60,11.93,HR,11.93,HR
C-11340-56061,12/28/11,12/6/11,CERTIFIED,H-2B,TX,1/24/12,11/24/12,"MOORE'S GREATER SHOW, LLC",1083 FM 491,,LYFORD,TX,78569,JAMES KENDRICK JUDKINS,RTIO HONDO,TX,349.664-010,Amusement Park Worker,393091,Amusement and Recreation Attendants,AMUSEMENT PARK WORKER,25,25,303.2,WK,303.2,WK
C-11340-56066,12/28/11,12/6/11,CERTIFIED,H-2B,TX,2/2/12,12/1/12,"RCB VENTURES, LLC DBA TRI-TEX GRASS",1423 N. PLAZA DR.,,GRANBURY,TX,76048,DANIEL M. KOWALSKI,AUSTIN,TX,408.687-014,"Laborer, Landscape",373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",15,15,10.39,HR,10.39,HR
C-11340-56072,12/28/11,12/6/11,CERTIFIED,H-2B,NC,2/15/12,12/15/12,JANUS PROPERTIES,1849 SOUTH MAIN STREET,,WAKE FOREST,NC,27615,TAMMY ALECIO/BILINGUAL HR CONSULTANTS INC,CARY,NC,408.687-014,"Laborer, Landscape",373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",5,5,8.24,HR,8.24,HR
C-11340-56076,12/28/11,12/6/11,CERTIFIED,H-2B,TX,2/15/12,12/15/12,JUST MOWING,1606 SAM RAYBURN HWY.,,MELISSA,TX,75454,ROBERT L. WINGFIELD,DALLAS,TX,408.687-014,"Laborer, Landscape",373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",110,110,8.3,HR,8.3,HR
C-11340-56077,12/28/11,12/6/11,CERTIFIED,H-2B,TX,1/15/12,10/1/12,"DEAN CONTRACTING COMPANY, INC.",340 COUNTY ROAD 158,,KYLE,TX,78640,JOSE D. GARCIA,AUSTIN,TX,866.381-010,Roofer,472181,Roofers,ROOFER,30,30,8.17,HR,8.17,HR
C-11340-56084,12/28/11,12/6/11,CERTIFIED,H-2B,VA,12/15/11,5/31/12,SUNSET POOL INC.,"6066 LEESBURG PIKE, SUITE 220",,FALLS CHURCH,VA,22041,YONG MEN,ATLANTA,GA,379.667-014,Lifeguard,339092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",LIFEGUARD,100,100,8.28,HR,8.28,HR
C-11341-56088,12/28/11,12/7/11,CERTIFIED,H-2B,TX,2/1/12,11/30/12,"C. SCOTT, INC. DBA RANCHO ENCINO",933 CR 207,,BAY CITY,TX,77414,RITA ROMERO,BAY CITY,TX,222.487-014,Order Filler,435081,Stock Clerks and Order Fillers,ORDER FILLER,6,6,7.97,HR,7.97,HR
C-11341-56091,12/28/11,12/7/11,DENIED,H-2B,PA,2/27/12,12/13/12,"LANDSCAPES & MORE, INC",162 HALL ROAD,,ALIQUIPPA,PA,15001,"ELIZABETH D. WHITLEY / MAS LABOR H2B, LLC",LOVINGSTON,VA,408.687-014,"Laborer, Landscape",373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",38,0,8.29,HR,8.13,HR
C-11341-56098,12/28/11,12/7/11,CERTIFIED,H-2B,MS,1/15/12,11/15/12,"TEXAS BUILDING SYSTEMS, INC.",5010 WOMACK DRIVE,,BYRAM,MS,39272,HECTOR V. VILLEGAS JR.,HOUSTON,TX,869.664-014,Construction Worker I,473012,Helpers--Carpenters,CONSTRUCTION WORKER I,35,35,8.13,HR,8.13,HR
C-11341-56110,12/28/11,12/7/11,CERTIFIED,H-2B,KY,2/1/12,11/30/12,"BOURBON BELLES, LLC",903 N BROADWAY,,LEXINGTON,KY,40505,LAURA ELIZABETH CONLEY MORGAN,LEXINGTON,KY,519.686-010,"Laborer, General",537063,Machine Feeders and Offbearers,"LABORER, GENERAL",6,6,8.08,HR,8.08,HR
C-11341-56111,12/28/11,12/7/11,CERTIFIED,H-2B,AR,12/15/11,8/10/12,"SUPERIOR FORESTRY SERVICE, INC.",36462 HIGHWAY 27,PO BOX 25,TILLY,AR,72679,DANIEL W. BREMER,LAKE PARK,GA,406.684-014,"Groundskeeper, Industrial-Commercial",373011,Landscaping and Groundskeeping Workers,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",210,210,7.52,HR,7.52,HR
C-11341-56113,12/28/11,12/7/11,PARTIAL CERTIFIED,H-2B,MO,2/15/12,12/15/12,STEIDLE LAWN & LANDSCAPE LLC,6 MCCLUER CT.,,O'FALLON,MO,63366,SUZANNE E. BROWN,ST. LOUIS,MO,408.687-014,"Laborer, Landscape",373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",12,11,9.41,HR,9.41,HR
C-11342-56123,12/28/11,12/8/11,CERTIFIED,H-2B,TX,2/1/12,12/9/12,ROBERT CORY DBA HEART OF AMERICA SHOWS,P.O. BOX 747,,PASADENA,TX,77501,JAMES KENDRICK JUDKINS,RIO HONDO,TX,349.664-010,Amusement Park Worker,393091,Amusement and Recreation Attendants,AMUSEMENT PARK WORKER,19,19,385.6,WK,385.6,WK
C-11342-56124,12/28/11,12/8/11,CERTIFIED,H-2B,PA,3/5/12,12/14/12,"PICKERING VALLEY LANDSCAPING, INC.",804 MANOR ROAD,,ELVERSON,PA,19520,STEVEN PAUL BARSAMIAN/LAW OFFICE OF STEVEN P. BARS,PHILADELPHIA,PA,408.687-014,"Laborer, Landscape",373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",45,45,9.54,HR,9.54,HR
C-11342-56126,12/28/11,12/8/11,PARTIAL CERTIFIED,H-2B,MO,2/15/12,12/15/12,"WELLS LANDSCAPING & LAWN CARE, INC.",15848 WILLOW POINT COURT,,CHESTERFIELD,MO,63017,ROBERT L. WINGFIELD,DALLAS,TX,406.684-014,"Groundskeeper, Industrial-Commercial",373011,Landscaping and Groundskeeping Workers,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",23,18,9.44,HR,9.44,HR
C-11342-56129,12/28/11,12/8/11,CERTIFIED,H-2B,PA,3/5/12,12/14/12,"82 RENTS, INC.","804 N. MANOR ROAD, SUITE 100",,ELVERSON,PA,19520,STEVEN P. BARSAMIAN/LAW OFFICE OF STEVEN P. BARSAM,PHILADELPHIA,PA,408.687-014,"Laborer, Landscape",373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",12,12,9.54,HR,9.54,HR
C-11342-56133,12/28/11,12/8/11,PARTIAL CERTIFIED,H-2B,TX,2/2/12,12/1/12,"SUNTERRA LANDSCAPE SERVICES, LP",12819 DESSAU RD.,,AUSTIN,TX,78754,DANIEL MARK KOWALSKI,AUSTIN,TX,408.687-014,"Laborer, Landscape",373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",55,48,,,,
C-11342-56138,12/28/11,12/8/11,DENIED,H-2B,MD,3/20/12,12/10/12,CUSTOM GROUND MAINTENANCE INC.,17539 PRETTY BOY DAM RD,PO BOX 463,MONKTON,MD,21111,,,,869.664-014,Construction Worker I,473012,Helpers--Carpenters,CONSTRUCTION WORKER I,10,0,9,HR,9,HR
C-11343-56143,12/28/11,12/9/11,PARTIAL CERTIFIED,H-2B,MO,2/15/12,12/15/12,"RELIABLE LANDSCAPING & TREE CARE, INC.",5005 MATTIS ROAD,,ST. LOUIS,MO,63128,ROBERT L. WINGFIELD,DALLAS,TX,406.684-014,"Groundskeeper, Industrial-Commercial",373011,Landscaping and Groundskeeping Workers,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",13,7,9.44,HR,9.44,HR
C-11343-56144,12/28/11,12/9/11,CERTIFIED,H-2B,TX,2/1/12,11/30/12,"THOMPSON LANDSCAPE SERVICES, INC.",1301 SUMMIT,SUITE 4,PLANO,TX,75074,ROBERT L. WINGFIELD,DALLAS,TX,408.687-014,"Laborer, Landscape",373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",66,66,8.16,HR,8.16,HR
C-11343-56148,12/28/11,12/9/11,CERTIFIED,H-2B,TX,2/3/12,12/3/12,"HV, LLC DBA CIRCO HERMANOS VAZQUEZ",700 VAZQUEZ LANE,,DONNA,TX,78537,JAMES KENDRICK JUDKINS,RIO HONDO,TX,349.664-010,Amusement Park Worker,393091,Amusement and Recreation Attendants,AMUSEMENT PARK WORKER,49,49,7.98,HR,7.98,HR
C-11343-56152,12/28/11,12/9/11,PARTIAL CERTIFIED,H-2B,WV,2/15/12,12/15/12,"GREEN MEADOW OF WEST VIRGINIA, INC.",5335 A KOONTZ DR.,,CROSS LANES,WV,25313,ROBERT L. WINGFIELD,DALLAS,TX,408.687-014,"Laborer, Landscape",373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",15,14,8.08,HR,8.08,HR
C-11343-56154,12/28/11,12/9/11,PARTIAL CERTIFIED,H-2B,MO,2/15/12,12/15/12,"RUNYON LANDSCAPE MANAGEMENT, INC.",17517 ORRIVILLE RD.,,WILDWOOD,MO,63005,ROBERT L. WINGFIELD,DALLAS,TX,406.684-014,"Groundskeeper, Industrial-Commercial",373011,Landscaping and Groundskeeping Workers,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",33,32,9.44,HR,9.44,HR
C-11343-56170,12/28/11,12/9/11,CERTIFIED,H-2B,CA,1/15/12,10/31/12,JLQ CONCESSIONS,11719 EAST ASHLAND AVENUE,,SANGER,CA,93657,JAMES KENDRICK JUDKINS,RIO HONDO,TX,349.664-010,Amusement Park Worker,393091,Amusement and Recreation Attendants,AMUSEMENT PARK WORKER,19,19,7.9,HR,7.9,HR
C-11343-56171,12/28/11,12/9/11,CERTIFIED,H-2B,AZ,1/15/12,11/15/12,"JUICYS, LLC",2851 NW 9TH STREET,SUITE C,CORVALLIS,OR,97330,JAMES KENDRICK JUDKINS,RIO HONDO,TX,349.664-010,Amusement Park Worker,393091,Amusement and Recreation Attendants,AMUSEMENT PARK WORKER,62,62,9.09,HR,9.09,HR
C-11343-56172,12/28/11,12/9/11,CERTIFIED,H-2B,CA,2/1/12,11/30/12,"JOSE'S CONCESSIONS, INC.",10620 SOUTHERN HIGHLANDS PARKWAY SUITE 110,,LAS VEGAS,NV,89141,JAMES KENDRICK JUDKINS,RIO HONDO,TX,349.664-010,Amusement Park Worker,393091,Amusement and Recreation Attendants,AMUSEMENT PARK WORKER,96,96,8.67,HR,8.67,HR
C-11343-56174,12/28/11,12/9/11,PARTIAL CERTIFIED,H-2B,CA,2/1/12,11/15/12,"VICTOR MARCUS, INC. DBA VIC MARCUS CONCESSIONS",3337 W. FLORIDA AVE. PMB 243,,HEMET,CA,92545,JAMES KENDRICK JUDKINS,RIO HONDO,TX,349.664-010,Amusement Park Worker,393091,Amusement and Recreation Attendants,AMUSEMENT PARK WORKER,12,10,8.67,HR,8.67,HR
C-11347-56229,12/28/11,12/13/11,CERTIFIED,H-2B,PA,3/5/12,12/14/12,"EARTH CARE, INC.",2298 HORSESHOE PIKE,,HONEY BROOK,PA,19344,STEVEN P. BARSAMIAN,PHILADELPHIA,PA,406.684-014,"Groundskeeper, Industrial-Commercial",373011,Landscaping and Groundskeeping Workers,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",90,90,13.67,HR,13.67,HR
C-11348-56252,12/28/11,12/14/11,PARTIAL CERTIFIED,H-2B,AR,12/1/11,5/31/12,"SILVICULTURAL CONTRACTORS, INC.",125 WEBB RD.,,MONTICELLO,AR,71657,GINNY MUILENBURG,COEUR D' ALENE,ID,452.687-010,Forest Worker,454011,Forest and Conservation Workers,FOREST WORKER,140,66,10.32,HR,10.32,HR
C-11349-56278,12/28/11,12/15/11,PARTIAL CERTIFIED,H-2B,MD,2/15/12,12/15/12,"THE MEMBERS CLUB AT FOUR STREAMS, INC.",19501 DARNESTOWN RD.,,BEALLSVILLE,MD,20839,"ROBERT L. WINGFIELD/AMIGOS LABOR SOLUTIONS, INC.",DALLAS,TX,408.687-014,"Laborer, Landscape",373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",27,25,9.54,HR,9.54,HR
C-11350-56308,12/28/11,12/16/11,DENIED,H-2B,MD,1/13/12,11/13/12,STRATES FINE FOODS,4607 OLD NATIONAL PIKE ROAD,,MT. AIRY,MD,21771,JAMES KENDRICK JUDKINS,RIO HONDO,TX,349.664-010,Amusement Park Worker,393091,Amusement and Recreation Attendants,AMUSEMENT PARK WORKER,17,0,305.6,WK,305.6,WK
C-11355-56413,12/28/11,12/21/11,PARTIAL CERTIFIED,H-2B,LA,2/15/12,12/15/12,"GROUNDWORKS, INC.",5236 KINCAID AVE.,,BATON ROUGE,LA,70806,"ROBERT L. WINGFIELD/AMIGOS LABOR SOLUTIONS, INC.",DALLAS,TX,408.687-014,"Laborer, Landscape",373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",12,11,9.06,HR,9.06,HR
C-11355-56414,12/28/11,12/21/11,CERTIFIED,H-2B,PA,4/1/12,10/8/12,"INNERS AMUSEMENT COMPANY, INC. DBA MAJESTIC MIDWAY",56 OAK STREET,,YORK,PA,17402,ROBERT WAYNE PIERCE,ANNAPOLIS,MD,349.664-010,Amusement Park Worker,393091,Amusement and Recreation Attendants,AMUSEMENT PARK WORKER,30,30,8.25,HR,8.25,HR
C-11355-56417,12/28/11,12/21/11,CERTIFIED,H-2B,FL,3/8/12,11/21/12,"FAIRPLAY GAMES, INC.",7651 ASHLEY PARK COURT,SUITE 406 - # 306,ORLANDO,FL,32835,"ROBERT WAYNE PIERCE/THE PIERCE LAW FIRM, LLC",ANNAPOLIS,MD,342.657-014,Game Attendant,393091,Amusement and Recreation Attendants,GAME ATTENDANT,14,14,7.57,HR,7.57,HR
C-11355-56421,12/28/11,12/21/11,CERTIFIED,H-2B,NY,4/1/12,12/31/12,"PALOTTA LANDSCAPING, INC.",132A GREENLANE,,BEDFORD HILLS,NY,10507,CONRAD E. POLLACK/POLLACK POLLACK ISAAC & DECICCO,NEW YORK,NY,408.687-014,"Laborer, Landscape",373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",5,5,9.83,HR,9.83,HR
C-11355-56425,12/28/11,12/21/11,CERTIFIED,H-2B,IL,1/2/12,10/31/12,CARSON SPRINGS FARM,8528 E. COUNTY RD 225,,GAINSVILLE,FL,32609,"CRAIG MCDOUGAL / MILLIAM VELIE, ATTORNEYS AT LAW,",NORMAN,OK,410.674-010,Animal Caretaker,392021,Nonfarm Animal Caretakers,ANIMAL CARETAKER,3,3,9.74,HR,9.74,HR
C-11355-56428,12/28/11,12/21/11,CERTIFIED,H-2B,NY,4/1/12,12/31/12,"MORANO LANDSCAPING, INC.",6 WEEKS COURT,,BALDWIN PLACE,NY,10505,CONRAD E. POLLACK/POLLACK POLLACK ISAAC & DECICCO,NEW YORK,NY,408.687-014,"Laborer, Landscape",373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",11,11,9.83,HR,9.83,HR
C-11355-56429,12/28/11,12/21/11,CERTIFIED,H-2B,NY,4/1/12,12/31/12,"MAPLE LEAF ASSOCIATES, INC.",935 SOUTH LAKE BOULEVARD,,MAHOPAC,NY,10541,CONRAD E. POLLACK,NEW YORK,NY,408.161-010,Landscape Gardener,373011,Landscaping and Groundskeeping Workers,LANDSCAPE GARDENER,5,5,,,,
C-11355-56430,12/28/11,12/21/11,CERTIFIED,H-2B,CO,4/1/12,10/31/12,PERRY PARK COUNTRY CLUB,7047 PERRY PARK BLVD.,,LARKSPUR,CO,80118,SUE ANN BOWEN,WINDSOR,CO,408.687-014,"Laborer, Landscape",373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",12,12,9.15,MTH,9.15,MTH
C-11355-56434,12/28/11,12/21/11,PARTIAL CERTIFIED,H-2B,CO,4/1/12,11/30/12,"RAINBOW LANDSCAPING,INC",2900 W. WESLEY AVE,,DENVER,CO,80219,SUE ANN BOWEN,WINDSOR,CO,408.687-014,"Laborer, Landscape",373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",25,24,9.15,HR,9.15,HR
C-11355-56435,12/28/11,12/21/11,CERTIFIED,H-2B,TX,2/13/12,12/14/12,HERSCHAP BACKHOE & DITCHING,263 HWY 304,,BASTROP,TX,78602,KEMAL IAN BENOUIS,MANCHACA,TX,862.684-014,"Laborer, Construction or Leak Gang",519198,Helpers--Production Workers,"LABORER, CONSTRUCTION OR LEAK GANG",8,8,9.98,HR,9.98,HR
C-11355-56447,12/28/11,12/21/11,CERTIFIED,H-2B,CO,4/1/12,11/30/12,"ALL PHASE LANDSCAPE CONSTRUCTION, INC.",16080 SMITH ROAD,,AURORA,CO,80011,SUE ANN BOWEN,WINDSOR,CO,408.687-014,"Laborer, Landscape",373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",45,45,9.15,HR,9.15,HR
C-11355-56448,12/28/11,12/21/11,CERTIFIED,H-2B,CO,4/1/12,11/15/12,"MESA TURF MASTERS, LLC",1420 MOTOR STREET,,GRAND JUNCTION,CO,81505,SUE ANN BOWEN,WINDSOR,CO,406.684-014,"Groundskeeper, Industrial-Commercial",373011,Landscaping and Groundskeeping Workers,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",6,6,9.69,HR,9.69,HR
C-11355-56453,12/28/11,12/21/11,PARTIAL CERTIFIED,H-2B,CO,4/1/12,12/15/12,"LANDTECH CONTRACTORS, INC",525 NORTH LAREDO STREET,,AURORA,CO,80011,"SUE ANN BOWEN / LABOR SOLUTIONS, INC.",WINDSOR,CO,408.687-014,"Laborer, Landscape",373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",95,94,9.61,HR,9.61,HR
C-11355-56456,12/28/11,12/21/11,CERTIFIED,H-2B,TX,1/23/12,11/16/12,"TURTLECREEK LANDSCAPE SERVICES, INC.",910 MARYLAND,,IRVING,TX,75061,LORI ANN WHITTEN/DANIELLE RENE CLARK/ACTION VISA A,WYLIE,TX,408.687-014,"Laborer, Landscape",373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",15,15,8.16,HR,8.16,HR
C-11356-56466,12/28/11,12/22/11,PARTIAL CERTIFIED,H-2B,AZ,2/1/12,11/30/12,ARIZONA WHOLESALE GROWERS,24032 N. 19TH AVE.,,PHOENIX,AZ,85085,CHARLES JAN THURGOOD,PHOENIX,AZ,408.687-014,"Laborer, Landscape",373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",22,15,8.25,HR,8.25,HR
C-11356-56467,12/28/11,12/22/11,CERTIFIED,H-2B,OK,2/15/12,12/15/12,SPRING CREEK NURSERY,11110 S. DELAWARE AVE.,,TULSA,OK,74137,LESLI DOWNS,SAND SPRINGS,OK,180.167-042,"Manager, Nursery",119011,"Farm, Ranch, and Other Agricultural Managers","MANAGER, NURSERY",6,6,9.67,HR,9.67,HR
C-11356-56468,12/28/11,12/22/11,PARTIAL CERTIFIED,H-2B,MN,4/1/12,11/1/12,MADDEN RESORTS,11266 PINE BEACH PENINSULA,,BRAINERD,MN,56401,TIMOTHY JAMES O'LEARY,WASHINGTON,DC,311.477-026,"Waiter/Waitress, Formal",353031,Waiters and Waitresses,"WAITER/WAITRESS, FORMAL",22,18,,,,
C-11356-56469,12/28/11,12/22/11,CERTIFIED,H-2B,NY,4/1/12,12/31/12,"FORGIONE LANDSCAPING, INC.",5 THE OVAL,,CORTLANDT MANOR,NY,10567,CONRAD E. POLLACK,NEW YORK,NY,408.687-014,"Laborer, Landscape",373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",8,8,9.83,HR,9.83,HR
C-11356-56470,12/28/11,12/22/11,CERTIFIED,H-2B,NY,4/1/12,12/31/12,"JOHN SOMMAVILLA LAWN IRRIGATION, INC.",14 SAXON DRIVE,,VALHALLA,NY,10595,CONRAD E. POLLACK / POLLACK POLLACK ISAAC & DECICC,NEW YORK,NY,408.687-014,"Laborer, Landscape",373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",2,2,9.83,HR,9.83,HR
C-11356-56474,12/28/11,12/22/11,CERTIFIED,H-2B,OH,3/1/12,11/30/12,"BROOKSIDE CONSTRUCTION SERVICES, INC.","6050 STONE ROAD, SUITE A",,MEDINA,OH,44256,"ELIZABETH D. WHITLEY / MAS LABOR H2B, LLC",LOVINGSTON,VA,408.687-014,"Laborer, Landscape",373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",9,9,8.31,HR,8.31,HR
C-11356-56476,12/28/11,12/22/11,CERTIFIED,H-2B,WI,2/1/12,11/30/12,"TREES ARE FOR US, INC.",219 N. 79TH STREET,,MILWAUKEE,WI,53213,JEROME G GRZECA,MILWAUKEE,WI,408.664-010,Tree Trimmer,373013,Tree Trimmers and Pruners,TREE TRIMMER,12,12,20.95,HR,20.95,HR
C-11356-56477,12/28/11,12/22/11,CERTIFIED,H-2B,FL,3/2/12,11/15/12,"SANDESTIN INVESTMENTS, LLC",9300 EMERALD COAST PKWY WEST,,DESTIN,FL,32550,,,,305.281-010,Cook,352013,"Cooks, Private Household",COOK,20,20,9.95,HR,9.95,HR
C-11356-56482,12/28/11,12/22/11,CERTIFIED,H-2B,MO,4/2/12,12/15/12,"ALL OUTDOORS, INC.","18173 EDISON, SUITE F",,CHESTEFIELD,MO,63005,ROBERT L. WINGFIELD,DALLAS,TX,408.687-014,"Laborer, Landscape",373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",15,15,9.44,HR,9.44,HR
C-11356-56483,12/28/11,12/22/11,CERTIFIED,H-2B,CA,4/2/12,10/31/12,YOSEMITE BUG RUSTIC MOUNTAIN RESORT,6979 A HWY 140,,MIDPINES,CA,95345,ROBERT L. WINGFIELD,DALLAS,TX,323.687-014,"Cleaner, Housekeeping",372012,Maids and Housekeeping Cleaners,"CLEANER, HOUSEKEEPING",11,11,8.94,HR,8.94,HR
C-11356-56484,12/28/11,12/22/11,CERTIFIED,H-2B,PA,4/2/12,11/30/12,MINCIN LANDSCAPING & TREE SERVICE,135 STATE ST.,,CLAIRTON,PA,15025,ROBERT L. WINGFIELD,DALLAS,TX,408.687-014,"Laborer, Landscape",373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",8,8,8.3,HR,8.3,HR
C-11356-56491,12/28/11,12/22/11,CERTIFIED,H-2B,NY,4/2/12,11/30/12,"LEHIGH LAWN & LANDSCAPING, INC.",141 DALEY RD.,,POUGHKEEPSIE,NY,12603,ROBERT L. WINGFIELD,DALLAS,TX,408.687-014,"Laborer, Landscape",373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",8,8,9.84,HR,9.84,HR
C-11356-56499,12/28/11,12/22/11,PARTIAL CERTIFIED,H-2B,PA,2/1/12,12/1/12,"THINKGREEN, LLC",309 SOUTH EASTON RD.,PO BOX 528,GLENSIDE,PA,19038,"ELIZABETH D. WHITLEY/MAS LABOR H2B, LLC",LOVINGSTON,VA,408.687-014,"Laborer, Landscape",373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",17,16,9.54,HR,9.54,HR
