CASE_NO,DECISION_DATE,NPC_SUBMITTED_DATE,CASE_STATUS,ALIEN_WORK_STATE,CERTIFICATION_BEGIN_DATE,CERTIFICATION_END_DATE,EMPLOYER_NAME,EMPLOYER_ADDRESS1,EMPLOYER_ADDRESS2,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_ADDRESS,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_STATE,JOB_TITLE,NBR_WORKERS_CERTIFIED,PREVAILING_WAGE,PW_UNIT_OF_PAY,BASIC_RATE_OF_PAY,BASIC_UNIT_OF_PAY
A-07330-30370,12/11/07,11/23/07,CERTIFIED,GA,2/15/08,11/15/08,"STARWOOD HOTELS & RESORTS, INC DBA WESTIN SAVANNAH",ONE RESORT DRIVE,,SAVANNAH,GA,31421,PRACTICAL EMPLOYEE SOLUTIONS,VERONICA T. STRICKLAND,TARBOR CITY,NC,"CLEANER, HOUSEKEEPING",27,6.74,HR,8,HR
A-07324-30083,12/11/07,11/19/07,CERTIFIED,NC,2/11/08,12/11/08,"PRECISION CONCRETE, INC","6141 NC 39 HWY,",,SELMA,NC,27576,TAMMY V. ALECIO,P.O. BOX 5644,CARY,NC,CONSTRUCTION WORKER II,25,8.36,HR,8.51,HR
A-07317-29461,12/11/07,11/13/07,CERTIFIED,NJ,2/20/08,12/15/08,"SIGGY'S PERENNIAL GARDENS, INC.",19 CARLSON COURT,,CLOSTER,NJ,07624,"MAS LABOR H2B, LLC",ELIZABETH D. WHITLEY,LOVINGSTON,VA,"LABORER, LANDSCAPE",11,8.55,HR,8.55,HR
A-07324-30127,12/11/07,11/19/07,CERTIFIED,NJ,2/23/08,11/30/08,MANASQUAN RIVER GOLF CLUB,P.O. BOX 505,,BRIELLE,NJ,08730,"INTERNATIONAL PERSONNEL RESOURCES, INC",P.O. BOX 1507,WEST CHESTER,PA,"LABORER, LANDSCAPE",9,8.13,HR,8.13,HR
A-07331-30440,12/11/07,11/23/07,CERTIFIED,NJ,2/20/08,12/20/08,RUDY GRILLI CONCRETE INC.,18 STARKE LANE,,DELRAN,NJ,08075,MICHELLE SKOLE,LAW OFFICE OF MICHELLE SKOLE,BENSALEM,PA,"LABORER, LANDSCAPE",12,11.86,HR,11.86,HR
A-07319-29744,12/11/07,11/15/07,CERTIFIED,FL,2/15/08,12/15/08,"LANDCARE LANDSCAPING, INC.",6767 SOUTH LOIS AVE,,TAMPA,FL,33616,"INTERNATIONAL LABOR MANAGEMENT CORP, SARAH E. FARR",230 CAMERON AVE,VASS,NC,"LABORER, LANDSCAPE",40,7.63,HR,7.63,HR
A-07317-29458,12/11/07,11/13/07,CERTIFIED,NJ,2/18/08,12/15/08,BEST HORTICULTURAL SERVICES,184 BOUNDRAY ROAD,,MARLBORO,NJ,07746,"INTERNATIONAL PERSONNEL RESOURCES, INC.",PO BOX 1507,WEST CHESTER,PA,"LABORER, LANDSCAPE",45,8.13,HR,8.13,HR
A-07324-30091,12/11/07,11/19/07,CERTIFIED,FL,11/30/07,8/30/08,QUALITY STAFFING SERVICES CORPORATION,4400 N. FEDERAL HWY SUITE 21,,BOCA RATON,FL,33431,"MOSES APSAN, ESQ","LAW OFFICE OF MOSES APSAN, P.C",ASTORIA,NY,"WAITER/WAITRESS, INFORMAL",10,6.84,HR,6.85,HR
A-07302-28799,12/11/07,10/29/07,CERTIFIED,AL,11/20/07,8/1/08,"ANCHOR BUILDING SERVICES, INC.",3304 N. LINDBERGH BLVD.,,ST. ANN,MO,63074,"MOSES APSAN, ESQ","LAW OFFICE OF MOSES APSAN, P.C",ASTORIA,NY,WELDER FITTER,70,12.43,HR,12.43,HR
A-07319-29748,12/11/07,11/15/07,CERTIFIED,NJ,2/20/08,12/15/08,"EAISE DESIGN & LANDSCAPING, INC.",P.O. BOX 1058,,MONROEVILLE,NJ,08343,AMIGOS LABOR SOLUTIONS,3141 HOOD STREET,DALLAS,TX,"LABORER, LANDSCAPE",18,8.88,HR,8.9,HR
A-07327-30215,12/11/07,11/20/07,CERTIFIED,FL,2/13/08,12/15/08,"GORGEOUS LANDSCAPES & LAWNS, INC.",19495 SW 210TH STREET,,MIAMI,FL,33187,"MAS LABOR H2B, LLC",ELIZABETH D. WHITLEY,LOVINGSTON,VA,"LABORER, LANDSCAPE",15,7.63,HR,7.75,HR
A-07317-29426,12/11/07,11/9/07,CERTIFIED,NJ,2/15/08,12/15/08,"CHRIS JAMES LANDSCAPING, INC.",33 ZAZZETTI STREET,,WALDWICK,NJ,07463,,,,,"LABORER, LANDSCAPE",10,8.55,HR,8.55,HR
A-07337-30948,12/11/07,11/30/07,CERTIFIED,MD,2/25/08,12/25/08,"GIBSON LANDSCAPES, INC.",6427 FALLS ROAD,,BALTIMORE,MD,21209,WORKFORCE ADVANTAGE/FERNANDO E. SAENZ,P.O. BOX 9168,RICHMOND,VA,"LABORER, LANDSCAPE",15,8.45,HR,8.45,HR
C-07338-31133,12/11/07,12/3/07,CERTIFIED,OH,7/20/08,12/15/08,"BUTLER LANDSCAPE, INC.",28760 JOHNSON DRIVE,,WICKLIFFE,OH,44092,"BRANISLAV HRUZ, ESQ","1900 SUPERIOR AVE.,",CLEVELAND,OH,"LABORER, LANDSCAPE",6,7.54,HR,7.54,HR
C-07319-29675,12/11/07,11/14/07,CERTIFIED,AR,2/15/08,12/15/08,"LAND DESIGN, INC.",7521 YOUNG ROAD,,NORTH LITTLE ROCK,AR,72118,FEDERATION OF EMPLOYERS AND WORKERS OF AMERICA,2901 BUCKS BAYOU ROAD,BAY CITY,TX,"LABORER, LANDSCAPE",32,7.01,HR,7.01,HR
C-07319-29681,12/11/07,11/14/07,CERTIFIED,AR,2/15/08,12/15/08,"THE ALOTIAN CLUB, LLC",101 ALOTIAN DRIVE,,ROLAND,AR,72135,"KEVIN M. REILLY, ESQ.",LAW OFFICES OF KEVIN M. REILLY,BETHESDA,MD,"LABORER, LANDSCAPE",30,7.01,HR,7.5,HR
C-07323-29928,12/11/07,11/16/07,CERTIFIED,IL,2/20/08,12/15/08,DORAN'S LANDSCAPE,2219 W. 135TH PLACE,,BLUE ISLAND,IL,60406,ELIZABETH D. WHITLEY,"MAS LABOR H2B, LLC",LOVINGSTON,VA,"LABORER, LANDSCAPE",13,7.9,HR,7.9,HR
C-07338-31146,12/11/07,12/3/07,CERTIFIED,TX,2/19/08,12/19/08,"SHOOTER AND LINDSEY, INC.",27271 KATY FREEWAY,,KATY,TX,77494,FEDERATION OF EMPLOYERS AND WORKERS  OF AMERICA,2901 BUCKS BAYOU ROAD,BAY CITY,TX,"LABORER, LANDSCAPE",25,6.65,HR,6.65,HR
C-07310-29201,12/11/07,11/6/07,CERTIFIED,AR,1/2/08,10/31/08,HORNBECK SEED COMPANY,210 DRIER ROAD,,DEWITT,AR,75042,USA WORKS...FOR YOU (MATTHEW T. TOURTELLOTT),500 OCEAN POND ROAD,LAKE PARK,GA,"PACKER, AGRICULTURAL PRODUCE",18,6.27,HR,6.7,HR
C-07312-29350,12/11/07,11/8/07,CERTIFIED,LA,2/1/08,12/15/08,"ANGELO'S LAWN-SCAPE OF LOUISIANA, INC",13750 JEFFERSON HIGHWAY,,BATON ROUGE,LA,70817,JERI ANN H. FLYNN,"LAW OFFICE OF JERI ANN H. FLYNN, APLC",BATON ROUGE,LA,"LABORER, LANDSCAPE",50,6.75,HR,6.75,HR
C-07320-29865,12/11/07,11/15/07,CERTIFIED,LA,2/1/08,12/15/08,"LABORMEX, INC",4071 LYBYER AVE,,MIAMI,FL,33133,,,,,MATERIAL HANDLER,145,6.73,HR,7.5,HR
C-07338-31149,12/11/07,12/3/07,CERTIFIED,TX,1/14/08,11/14/08,"GARDENS, INC.",1818 WEST 35TH STREET,,AUSTIN,TX,78703,MEHRON PETER AZARMEHR,"AZARMEHR & ASSOCIATES, P.C.",AUSTIN,TX,"LABORER, LANDSCAPE",35,7.38,HR,7.38,HR
C-07320-29866,12/11/07,11/15/07,CERTIFIED,LA,2/1/08,12/15/08,"LABORMEX, INC",4071 LYBYER AVE,,MIAMI,FL,33133,,,,,"WELDER, COMBINATION",165,14.02,HR,14.02,HR
A-07334-30868,12/11/07,11/29/07,PARTIAL CERTIFIED,NC,2/19/08,12/19/08,"CLARK PAVEMENT MARKING, INC.",PO BOX 1029,,APEX,NC,27502,TAMMY  V. ALECIO,BILLINGUAL HR CONSULTANTS INC.,CARY,NC,CONSTRUCTION WORKER I,25,8.36,HR,9.88,HR
C-07338-31150,12/11/07,12/3/07,CERTIFIED,TX,2/15/08,12/15/08,"BEHRINGER HARVARD LAKEWAY  , LP D.B.A. LAKEWAY RES",101 LAKEWAY DRIVE,,AUSTIN,TX,78734,MEHRON PETER AZARMEHR,"AZARMEHR & ASSOCIATES, P.C.",AUSTIN,TX,HOUSEKEEPER,40,6.75,HR,7.02,HR
C-07320-29867,12/11/07,11/15/07,PARTIAL CERTIFIED,LA,2/1/08,12/15/08,"LABORMEX, INC",4071 LYBYER AVE,,MIAMI,FL,33133,,,,,ELECTRICIAN,115,14.01,HR,14.01,HR
C-07324-30006,12/11/07,11/19/07,CERTIFIED,TX,1/14/08,11/14/08,RUBEN'S HOME CONSTRUCTION,109 BRANDON LANE,,KYLE,TX,78640,SAM HADDAD,ATTORNEY AT LAW,AUSTIN,TX,CONSTRUCTION WORKER I,15,8.48,HR,8.66,HR
C-07338-31143,12/11/07,12/3/07,CERTIFIED,TX,2/20/08,12/20/08,"HEART OF TEXAS LANDSCAPE & IRRIGATION CO., INC.",3341 FM 439,,BELTON,TX,76513,,,,,"LABORER, LANDSCAPE",35,7.47,HR,7.47,HR
C-07327-30265,12/11/07,11/21/07,CERTIFIED,OH,2/18/08,12/15/08,"THE PATTIE GROUP, INC.","15533 CHILLICOTHE RD,",,NOVELTY,OH,44072,ELIZABETH D. WHITLEY,"MAS LABOR H2B, LLC",LOVINGSTON,VA,"LABORER, LANDSCAPE",45,7.54,HR,8,HR
C-07327-30267,12/11/07,11/21/07,CERTIFIED,OH,2/20/08,12/15/08,4-J LANDSCAPING CO DBA DELAURO BROTHERS LANDSCAPIN,5959 WILSON MILLS RD,,HIGHLAND HEIGHTS,OH,44143,"BRANISLAV HRUZ, ESQ","1900 SUPERIOR AVE.,",CLEVELAND,OH,"LABORER, LANDSCAPE",8,7.54,HR,7.54,HR
C-07330-30355,12/11/07,11/23/07,CERTIFIED,OR,2/15/08,12/15/08,"WILLAMETTE LANDSCAPE SERVICES, INC",18480 SW PACIFIC DRIVE,,TUALATIN,OR,97062,FERNANDO E. SAENZ,WORKFORCE ADVANTAGE,RICHMOND,VA,"LABORER, LANDSCAPE",65,8.59,HR,8.59,HR
C-07338-31140,12/11/07,12/3/07,CERTIFIED,TX,2/1/08,12/1/08,"STONEHENGE FRAMING, LLC","10713 RR 620 NORTH, SUITE 514",,AUSTIN,TX,78726,,,,,CONSTRUCTION WORKER I,40,8.48,HR,8.6,HR
C-07332-30667,12/11/07,11/28/07,CERTIFIED,WY,12/15/07,4/15/08,CADILLAC GRILLE,55 N. CACHE STREET,P.O. BOX 925,JACKSON,WY,83001,JOEL V. ANDERSON,"ANDERSON & ASSOCIATES IMMIGRATION SERVICES, INC",AURORA,CO,COOK,11,7.88,HR,8,HR
C-07332-30675,12/11/07,11/28/07,CERTIFIED,NM,2/21/08,12/21/08,"ENVIRONMENTAL EARTHSCAPES, INC. DBA THE GROUNDSKEE",5225 S. SWAN RD.,,TUCSON,AZ,85733,"MAS LABOR H2B, LLC, ELIZABETH D. WHITLEY",650 FRONT STREET,LOVINGSTON,VA,"LABORER, LANDSCAPE",20,7.15,HR,7.39,HR
C-07330-30423,12/11/07,11/23/07,CERTIFIED,OK,2/15/08,12/15/08,"GUTHRIE INDUSTRIAL COATING, INC.",1905 BIRCHWOOD CT.,,STILLWATER,OK,74023,"CHARLES L. TWIST JR. DBA HOLA LABOR CONSULTANTS, I",P.O.BOX 623,STILLWATER,OK,SANDBLASTER,9,7.05,HR,8.39,HR
C-07338-31145,12/11/07,12/3/07,CERTIFIED,OH,2/20/08,12/15/08,"SOTO'S LANDSCAPING, INC.",154 CHESTER ST.,,PAINESVILLE,OH,44077,"BRANISLAV HRUZ, ESQ","1900 SUPERIOR AVE.,",CLEVELAND,OH,"LABORER, LANDSCAPE",14,7.54,HR,7.54,HR
A-07324-30129,12/11/07,11/19/07,CERTIFIED,SC,2/15/08,12/15/08,WILDFLOWER NURSERY DBA PLEASANT LANDSCAPES,PO BOX 445,,ISLE OF PALMS,SC,29451,AMANDA WRIGHT/THE LABOR COMPANY,P.O. BOX 1254,AMHERST,VA,"LABORER, LANDSCAPE",45,7.16,HR,7.16,HR
A-07337-30915,12/11/07,11/30/07,CERTIFIED,MD,2/13/08,12/15/08,"RIDEN-BRINGHURST ASSOCIATES, INC.",679 OLD NEW WINDSOR PIKE,,WESTMINSTER,MD,21157,"MAS LABOR H2B, LLC",ELIZABETH D. WHITLEY,LOVINGSTON,VA,"LABORER, LANDSCAPE",15,8.45,HR,8.5,HR
A-07324-30111,12/11/07,11/19/07,CERTIFIED,MD,2/15/08,12/15/08,HAWKINS LANDSCAPING,8408 LINKS BRIDGE ROAD,,THURMONT,MD,21788,THE LABOR COMPANY,A. WRIGHT,AMHERST,VA,"LABORER, LANDSCAPE",15,8.68,HR,8.68,HR
C-07319-29759,12/11/07,11/15/07,PARTIAL CERTIFIED,LA,1/20/08,11/20/08,"INTERCOASTAL REPAIR SERVICE, LLC",PO BOX 10306,,JEFFERSON,LA,70181,LAW OFFICES OF MALVERN C. BURNETT,MALVERN C. BURNETT,NEW ORLEANS,LA,"WELDER, COMBINATION",15,14.98,HR,14.98,HR
C-07325-30168,12/11/07,11/20/07,CERTIFIED,MT,2/1/08,11/1/08,BEST WESTERN-CLOCK TOWER INN,2511 1ST. AVENUE N.,,BILLINGS,MT,59101,"TESS HARRISON, JKJ WORKFORCE",32775 FM 106,RIO HONDO,TX,"CLEANER, HOUSEKEEPING",16,6.25,HR,6.25,HR
A-07332-30625,12/11/07,11/27/07,CERTIFIED,FL,12/15/07,8/30/08,"RJ GATORS (GRAHAM RESTAURANTS, INC.)",1015 LAKESHORE DRIVE,,THE VILLAGES,FL,32162,MATHEW E HEFNER,RESOURCE STAFFING INTERNATIONAL. LTD. PO BOX 644,KILLINGTON,VT,"FOOD ASSEMBLER, KITCHEN",5,6.95,HR,8,HR
C-07317-29439,12/11/07,11/9/07,CERTIFIED,MN,2/15/08,12/15/08,J & D CONSTRUCTION INC,4326 HWY 212,,MONTEVIDEO,MN,56265,KEVIN OPP,"EMPLOYMENT USA, LLC",ABERDEEN,SD,CONSTRUCTION WORKER I,40,9.63,HR,10,HR
C-07345-31749,12/11/07,12/10/07,CERTIFIED,TX,2/20/08,12/20/08,MENDOZA LAWN SPRINKLERS,6811 ALAN HALE,,SAN ANTONIO,TX,78240,R. PATRICK FAGERBERG,508 WEST 14TH STREET,AUSTIN,TX,GENERAL HELPER,25,8.3,HR,8.3,HR
A-07344-31603,12/11/07,12/6/07,PARTIAL CERTIFIED,AL,2/13/08,11/20/08,"GREENSCAPE CONTRACTORS, LLC",3322 SOUTH MEMORIAL PKWY.,,HUNTSVILLE,AL,35801,GINNY MUILENBURG,LABOR CONSULTANTS INTERNATIONAL,POST FALLS,ID,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",11,7.28,HR,7.5,HR
A-07338-31121,12/11/07,12/3/07,PARTIAL CERTIFIED,VA,2/13/08,12/15/08,"GRELEN NURSERY, INC.",9274 OLD RAPIDAN ROAD,P.O. BOX 309,ORANGE,VA,22960,"MAS LABOR H2B, LLC  ELIZABETH D. WHITLEY",650 FRONT STREET / P.O. BOX 507,LOVINGSTON,VA,"LABORER, LANDSCAPE",13,8.89,HR,8.89,HR
A-07338-31055,12/11/07,12/3/07,CERTIFIED,CT,2/1/08,12/1/08,"RAPID PALLET, INC.",100 BONNIE DRIVE,,JERMYN,PA,18433,"JAMES J WEST, ESQUIRE",105 NORTH FRONT STREET,HARRISBURG,PA,MATERIAL HANDLER,35,321.2,WK,321.2,WK
A-07333-30716,12/11/07,11/28/07,PARTIAL CERTIFIED,SC,2/15/08,11/15/08,STARWOOD OF MYRTLE BEACH,226 BUSH DRIVE,,MYRTLE BEACH,SC,29579,ELIZABETH WHITLEY,"MAS LABOR H2B, LLC",LOVINGSTON,VA,"LABORER, LANDSCAPE",55,7.52,HR,7.52,HR
A-07327-30221,12/11/07,11/20/07,CERTIFIED,PA,2/24/08,12/24/08,"GRASSWORKS, INC.",12 KELLY STREET,,LANDSOWNE,PA,19050,MJC LABOR SOLUTIONS LLC,CARL HEMPHILL,UPPER DARBY,PA,"LABORER, LANDSCAPE",8,8.79,HR,8.79,HR
C-07341-31495,12/12/07,12/6/07,CERTIFIED,MO,2/14/08,12/14/08,"BRAKE LANDSCAPING & LAWNCARE, INC.",3514 GRATIOT ST.,,ST. LOUIS,MO,63103,SUZANNE BROWN,"LAW OFFICES OF SUZANNE BROWN, P.C.",ST. LOUIS,MO,"LABORER, LANDSCAPE",158,293.6,WK,294,WK
A-07338-31082,12/12/07,12/3/07,CERTIFIED,VA,2/19/08,12/1/08,"WEMOW, INC.","300 EAST EAKIN STREET, SE",P.O. BOX 212,BLACKSBURG,VA,24063,"MAS LABOR H2B, LLC  ELIZABETH D. WHITLEY",650 FRONT STREET / P.O. BOX 507,LOVINGSTON,VA,"LABORER, LANDSCAPE",10,7.82,HR,7.82,HR
A-07344-31583,12/12/07,12/6/07,CERTIFIED,MD,3/1/08,12/15/08,RABEC LANDSCAPING,2606 GREENE LANE,,FALLSTON,MD,21047,"AMIGOS LABOR SOLUTINS, INC","3141 HOOD STREET, SUITE 440",DALLAS,TX,"LABORER, LANDSCAPE",8,8.48,HR,8.48,HR
A-07341-31509,12/12/07,12/6/07,CERTIFIED,MD,3/1/08,12/20/08,"WEST VILLAGE, LLC",183 WEST STREET,,ANNAPOLIS,MD,21401,"INTERNATIONAL PERSONNEL RESOURCES, INC.",P.O. BOX 1507,WEST CHESTER,PA,"LABORER, LANDSCAPE",4,8.45,HR,8.45,HR
C-07337-30885,12/12/07,11/30/07,CERTIFIED,UT,2/1/08,11/30/08,"BARTILE ROOFS, INC.",725 NORTH 1000 WEST,,CENTERVILLE,UT,84014,JAMES ALCALA,"ALCALA LAW FIRM, P.C.",SALT LAKE CITY,UT,CONSTRUCTION WORKER II,40,6.3,HR,6.3,HR
C-07334-30801,12/12/07,11/29/07,CERTIFIED,MO,2/15/08,12/15/08,TERRA CONSTRUCTION,300 PRICE LANE,,CLINTON,MO,64735,"AMIGOS LABOR SOLUTIONS, INC.","3141 HOOD STREET, SUITE 440",DALLAS,TX,"LABORER, LANDSCAPE",17,7.34,HR,7.34,HR
C-07333-30695,12/12/07,11/28/07,CERTIFIED,TX,2/15/08,12/15/08,"GREEN MEADOWS DESIGN & LANDSCAPING, INC.",724 HOLFORD PRAIRIE,,LEWISVILLE,TX,75056,DENNY L. LYNES OR LORI L. WHITTEN,ACTION VISA ASSISTANCE,WYLIE,TX,"LABORER, LANDSCAPE",35,7.27,HR,7.27,HR
A-07337-30937,12/12/07,11/29/07,CERTIFIED,MD,2/15/08,12/15/08,"THE LAWN CREW, LLC",3337 EAST JOPPA ROAD,,PARKVILLE,MD,21234,FEDERATION OF EMPLOYERS AND WORKERS OF AMERICA,2901 BUCKS BAYOU ROAD,BAY CITY,TX,"LABORER, LANDSCAPE",15,8.45,HR,8.45,HR
A-07334-30855,12/12/07,11/29/07,PARTIAL CERTIFIED,NC,2/20/08,11/30/08,"F & P LAWNS, LLC DBA US LAWNS OF GREENVILLE",740 GREENVILLE BLVD.,,GREENVILLE,NC,27858,THE LABOR COMPANY  A. WRIGHT,"417 S. MAIN STREET, SUITE 107",AMHERST,VA,"LABORER, LANDSCAPE",30,7.22,HR,7.62,HR
A-07327-30243,12/12/07,11/20/07,PARTIAL CERTIFIED,NC,2/11/08,12/1/08,"THE BRICKMAN GROUP, LTD",18227-D FLOWER HILL WAY,,GAITHERSBURG,MD,20879,,,,,"LABORER, LANDSCAPE",25,7.76,HR,7.76,HR
C-07345-31709,12/12/07,12/10/07,CERTIFIED,TX,10/23/07,6/1/08,"LAJITAS AIRPORT, LLC","HC 70, BOX 400",,LAJITAS,TX,79852,"DAVID F. DELINKO, ESQ.",VISA SERVICES,SAN MARINO,CA,"LABORER, LANDSCAPE",18,6.56,HR,8,HR
A-07334-30867,12/12/07,11/29/07,CERTIFIED,NY,2/15/08,12/15/08,"HOMECRAFT EXTERIORS PLUS, INC.",230 BERNSTEIN BLVD,,CENTER MORICHES,NY,11786,"SUSAN E. HAUSER, ESQ.","99-7 RT. 25A, P.O. BOX 465",SHOREHAM,NY,"BRICKLAYER HELPER, FIREBRICK AND REFRACTORY TILE",3,8.2,HR,12,HR
A-07337-30974,12/12/07,11/30/07,CERTIFIED,NY,2/15/08,12/25/08,EJD PROPERTIES INC. D/B/A EJ'S DISCOUNT NURSERY/JO,1012 PORTION ROAD,,RONKONKOMA,NY,11779,"MARIO DEMARCO, ESQ.",815 HORSEBLOCK ROAD,FARMINGVILLE,NY,"LABORER, LANDSCAPE",1,8.46,HR,8.46,HR
C-07331-30499,12/12/07,11/26/07,CERTIFIED,MO,2/20/08,11/30/08,"ELITE LAWN CARE & LANDSCAPING, INC. DBA US LAWNS O",P.O. BOX 510625,,ST. LOUIS,MO,63151,THE LABOR COMPANY  A. WRIGHT,"417 S. MAIN STREET, SUITE 107",AMHERST,VA,"LABORER, LANDSCAPE",15,7.88,HR,7.88,HR
A-07327-30210,12/12/07,11/20/07,PARTIAL CERTIFIED,GA,2/15/08,9/30/08,"AMERICAN POOL ENTERPRISES, INC.",11408 CRONRIDGE DRIVE,SUITE F,OWINGS MILLS,MD,21117,,,,,LIFEGUARD,50,6.49,HR,7.5,HR
C-07319-29690,12/12/07,11/13/07,DENIED,CO,12/3/07,12/31/07,BROTHERS ENTERPRISES,745 COUNTY LINE RD,,MONUMENT,CO,80132,,,,,CONSTRUCTION WORKER I,0,9.64,HR,9.75,HR
A-07319-29644,12/12/07,11/14/07,CERTIFIED,NJ,2/15/08,9/30/08,"AMERICAN POOL ENTERPRISES, INC.",11408 CRONRIDGE DRIVE,SUITE F,OWNINGS MILLS,MD,21117,,,,,RECREATION FACILITY ATTENDANT,100,7.37,HR,7.5,HR
A-07317-29410,12/12/07,11/9/07,CERTIFIED,VA,2/15/08,9/30/08,"AMERICAN POOL ENTERPRISES, INC.","11408 CRONRIDGE DRIVE, SUITE F",,OWNINGS MILLS,MD,21117,,,,,RECREATION FACILITY ATTENDANT,135,6.41,HR,7.5,HR
A-07324-30089,12/12/07,11/19/07,CERTIFIED,MS,2/1/08,11/15/08,"PROGRESSIVE SOLUTIONS, LLC",PO BOX 1130/203 HWY 27 SOUTH,,MARSHALL,AR,72650,,,,,CONSTRUCTION WORKER I,80,10.84,HR,10.84,HR
A-07340-31399,12/12/07,12/4/07,PARTIAL CERTIFIED,GA,2/13/08,12/13/08,"ANDERSON HORTICUTURAL CONCEPTS, INC.",786 INDUSTRIAL PARK DR.,,EVANS,GA,30809,"MAS LABOR H2B, LLC/ELIZABETH WHITLEY",650 FRONT STREET,LOVINGSTON,VA,"LABORER, LANDSCAPE",25,7.27,HR,7.27,HR
A-07344-31604,12/12/07,12/7/07,CERTIFIED,MD,12/12/07,2/28/08,"LIBRA USA, LLC",7804 FAIRVIEW RD. # 303,,CHARLOTTE,NC,28226,SVETLANA SCHREIBER,SVETLANA SCHREIBER AND ASSOC. CO. L.P.A,CLEVELAND,OH,"SALESPERSON, COSMETICS AND TOILETRIES",20,7.18,HR,7.18,HR
A-07337-30929,12/12/07,11/29/07,CERTIFIED,MD,2/20/08,4/19/08,"SUPERIOR FORESTRY SERVICE, INC",HWY-27 P.O.BOX 25,,TILLY,AR,72679,"AGWORKS, INC.",POST OFFICE BOX 580-408 MARION ST.,LAKE PARK,GA,TREE PLANTER,36,7.88,HR,7.88,HR
C-07306-29084,12/12/07,11/2/07,CERTIFIED,LA,1/1/08,10/31/08,"BAYOU LAND SEAFOOD, LLC. / ADAM JOHNSON",1008 VINCENT BERARD ROAD,,BREAUX BRIDGE,LA,70517,KELLY J. COUCH,231 PECAN AVENUE,NEW ROADS,LA,CANNERY WORKER,50,6.77,HR,6.77,HR
C-07339-31340,12/12/07,12/4/07,PARTIAL CERTIFIED,MO,2/25/08,12/25/08,"SANTA CRUZ MANAGEMENT, INC.",128 BUNKER RIDGE # 50-11,,BRANSON,MO,65616,"FRAGOMEN, DEL REY, BERNSEN & LOEWY,  LLP",ONE ALHAMBRA PLAZA SUITE 600,CORAL GABLES,FL,HOUSEKEEPER,306,6.37,HR,7.25,HR
A-07324-30105,12/12/07,11/19/07,CERTIFIED,PA,2/15/08,12/15/08,MJC LABOR SOLUTIONS LLC,1720 SOUTH  STATE ROAD REAR LOT #201,,UPPER DARBY,PA,19082,,,,,MATERIAL HANDLER,10,8.05,HR,8.05,HR
C-07339-31342,12/12/07,12/3/07,CERTIFIED,TX,12/27/07,9/30/08,"D&W PAINTING, INC.",107 SONY DRIVE,,LEANDER,TX,78641,"INFINITY LABOR SOURCE, INC.",297 JACK RABBIT,BUDA,TX,PAINTER,80,6.24,HR,8.55,HR
A-07330-30372,12/12/07,11/23/07,CERTIFIED,NJ,2/15/08,12/15/08,"IANNELLA GENERAL CONTRACTING, INC.",348 MAPLE STREET,,NEW PROVIDENCE,NJ,07974,"H2B LABOR SOLUTIONS, LLC.",LUISA RAMIREZ,DENVILLE,NJ,"LABORER, LANDSCAPE",7,9.6,HR,9.6,HR
A-07306-29059,12/12/07,11/1/07,CERTIFIED,NJ,2/7/08,11/19/08,SONESOCCER LTD.,P.O. BOX 3,,LONG VALLEY,NJ,07853,"KENDRA S. KEMBEL, ESQ.",1300 BENT CREEK BLVD.,MECHANICSBURG,PA,"INSTRUCTOR, SPORTS",18,7.18,HR,18.95,HR
C-07333-30725,12/12/07,11/29/07,CERTIFIED,TX,2/11/08,12/1/08,"THE BRICKMAN GROUP, LTD.",18227 - D FLOWER HILL WAY,,GAITHERSBURG,MD,20879,,,,,"LABORER, LANDSCAPE",60,7.27,HR,7.27,HR
A-07299-28720,12/12/07,10/25/07,CERTIFIED,NJ,2/1/08,12/20/08,RUTGERS LANDSCAPE & NURSERY,545 ROUTE 31 NORTH,P.O. BOX 301,RINGOES,NJ,08551,GREGG C. FELIXON,WOLOV & FELIXON,PHILADELPHIA,PA,"LABORER, LANDSCAPE",15,362,WK,362,WK
C-07334-30833,12/12/07,11/29/07,CERTIFIED,TX,2/11/08,12/1/08,"THE BRICKMAN GROUP, LTD.",18227-D FLOWER HILL WAY,,GAITHERSBURG,MD,20879,,,,,"LABORER, LANDSCAPE",80,7.27,HR,7.27,HR
C-07318-29585,12/12/07,11/13/07,CERTIFIED,MO,2/15/08,12/15/08,"SUBURBIA GARDENS NURSERY, INC.",14550 SOUTH OUTER 40 HIGHWAY,,CHESTERFIELD,MO,63017,TONG (TONY) GAO,LAW OFFICE OF TONY T. GAO,ST. LOUIS,MO,"LABORER, LANDSCAPE",15,7.88,HR,7.88,HR
C-07334-30779,12/12/07,11/29/07,CERTIFIED,TX,2/4/08,12/4/08,DEL BOSQUE LANDSCAPING INC.,P.O. BOX 2437,510 S. CLARK ST.,ROCKWALL,TX,95087,,,,,"LABORER, LANDSCAPE",7,7.27,HR,7.31,HR
