CASE_NO,DECISION_DATE,NPC_SUBMITTED_DATE,CASE_STATUS,VISA_CLASS,ALIEN_WORK_STATE,CERTIFICATION_BEGIN_DATE,CERTIFICATION_END_DATE,EMPLOYER_NAME,EMPLOYER_ADDRESS1,EMPLOYER_ADDRESS2,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_STATE,DOT_OCCUPATIONAL_CODE,DOT_NAME,SOC_CODE,SOC_NAME,JOB_TITLE,NBR_WORKERS_REQUESTED,NBR_WORKERS_CERTIFIED,PREVAILING_WAGE,PW_UNIT_OF_PAY,BASIC_RATE_OF_PAY,BASIC_UNIT_OF_PAY
C-10342-52196,10-Dec-10,8-Dec-10,CERTIFIED,H-2B,CA,1-Feb-11,30-Nov-11,"KILHAM FARM, INC.",3431 NICASIO VALLEY RD.,P.O. BOX 793,NICASIO,CA,94946,LISA L GALLIATH,SOLANA BEACH,CA,153.674-010,"Exerciser, Horse",392021,Nonfarm Animal Caretakers,"EXERCISER, HORSE",2,2,9.75,HR,9.75,HR
C-10299-51346,29-Oct-10,26-Oct-10,CERTIFIED,H-2B,CA,20-Jan-11,31-Oct-11,"BUTLER AMUSEMENTS, INC.",1385 DRY CREEK ROAD,,CAMPBELL,CA,95008,JAMES KENDRICK JUDKINS,RIO HONDO,TX,349.664-010,Amusement Park Worker,393091,Amusement and Recreation Attendants,AMUSEMENT PARK WORKER,247,247,355.6,WK,355.6,WK
C-10281-51164,29-Oct-10,8-Oct-10,DENIED,H-2B,CA,1-Nov-10,31-Oct-11,"EKIM PAINTING - NORTH, INC.",10200 IMPERIAL AVE,,CUPERTINO,CA,95014,MATTHEW J.  DURKET,SACRAMENTO,CA,860.381-022,Carpenter,472031,Carpenters,CARPENTER,,0,19,HR,19,HR
C-10343-52207,13-Dec-10,9-Dec-10,CERTIFIED,H-2B,CA,1-Mar-11,30-Nov-11,"PAUL MAURER SHOWS, LLC",71 1/2 TERRACE DR.,,SCOTTS VALLEY,CA,95066,JAMES KENDRICK JUDKINS,RIO  HONDO,TX,349.664-010,Amusement Park Worker,393091,Amusement and Recreation Attendants,AMUSEMENT PARK WORKER,30,30,354.4,WK,354.4,WK
C-10350-52311,28-Dec-10,16-Dec-10,CERTIFIED,H-2B,CA,1-Apr-11,1-Nov-11,EVERGREEN LODGE,33160 EVERGREEN RD,,GROVELAND,CA,95321,CRAIG MCDOUGAL MCDOUGAL,NORMAN,OK,323.687-014,"Cleaner, Housekeeping",372012,Maids and Housekeeping Cleaners,"CLEANER, HOUSEKEEPING",5,5,,,,
C-10356-52624,28-Dec-10,22-Dec-10,CERTIFIED,H-2B,CA,1-Apr-11,31-Oct-11,YOSEMITE BUG RUSTIC MOUNTAIN RESORT,6979  A HIGHWAY 140,,MIDPINES,CA,95345,"ROBERT L. WINGFIELD / AMIGO'S LABOR SOLUTIONS, INC",DALLAS,TX,323.687-014,"Cleaner, Housekeeping",372012,Maids and Housekeeping Cleaners,"CLEANER, HOUSEKEEPING",9,9,8.86,HR,8.86,HR
C-10356-52634,29-Dec-10,22-Dec-10,CERTIFIED,H-2B,CA,1-Apr-11,31-Oct-11,YOSEMITE BUG RUSTIC MOUNTAIN RESORT,6979 A HIGHWAY 140,,MIDPINES,CA,95345,"ROBERT LEE WINGFIELD /AMIGOS LABOR SOLUTIONS, INC.",DALLAS,TX,318.687-010,Kitchen Helper,359021,Dishwashers,KITCHEN HELPER,7,7,8.92,HR,8.92,HR
C-11034-53753,16-Mar-11,1-Feb-11,DENIED,H-2B,CA,1-Apr-11,31-Oct-11,WINDIGO USA,5024 CANYON DRIVE,,SANTA ROSA,CA,95409,PAMELA JANE HASKINS,POLLOCK PINES,CA,353.363-010,"Guide, Sightseeing",396021,Tour Guides and Escorts,"GUIDE, SIGHTSEEING",20,0,21.77,HR,21.77,HR
C-11143-54941,20-Jul-11,23-May-11,DENIED,H-2B,CA,1-Jun-11,31-Oct-11,WINDIGO USA,5024 CANYON DRIVE,,SANTA ROSA,CA,95409,PAMELA JANE HASKINS,POLLOCK PINES,CA,353.367-010,Guide,396021,Tour Guides and Escorts,GUIDE,25,0,17.93,HR,17.93,HR
C-11251-55528,21-Sep-11,8-Sep-11,PARTIAL CERTIFIED,H-2B,CA,1-Nov-11,31-Aug-12,ALFONSO GALLEGOS INC. DBA GREAT TREE TENDERS,9511 NORTH STATE ST.,,REDWOOD VALLEY,CA,95470,STEPHEN WARD,COEUR D'ALENE,ID,452.687-010,Forest Worker,454011,Forest and Conservation Workers,FOREST WORKER,150,130,9.52,HR,9.52,HR
C-11073-54445,29-Mar-11,14-Mar-11,CERTIFIED,H-2B,CA,1-Mar-11,1-Jul-11,"F/V RESOLUTION, LLC",1375 MOORHEAD ROAD,,CRESCENT CITY,CA,95531,"PAUL BRYAN CHRISTENSEN, ESQ.",JACKSONVILLE,FL,449.667-010,"Deckhand, Fishing Vessel",453011,Fishers and Related Fishing Workers,"DECKHAND, FISHING VESSEL",2,2,21.54,HR,21.54,HR
C-11201-55275,12-Aug-11,20-Jul-11,CERTIFIED,H-2B,CA,15-Oct-11,1-Apr-12,"F/V RESOLUTION, LLC",1375 MOORHEAD ROAD,,CRESCENT CITY,CA,95531,"PAUL BRYAN CHRISTENSEN, ESQ.",JACKSONVILLE,FL,449.667-010,"Deckhand, Fishing Vessel",453011,Fishers and Related Fishing Workers,"DECKHAND, FISHING VESSEL",4,4,24,HR,24,HR
C-11025-53612,31-Jan-11,25-Jan-11,CERTIFIED,H-2B,CA,1-Feb-11,31-Oct-11,BROOKSIDE EQUESTRIAN PARK,11120 BRADLEY RANCH RD.,,ELK GROVE,CA,95624,LISA L. GALLIATH,SOLANA BEACH,CA,410.674-010,Animal Caretaker,392021,Nonfarm Animal Caretakers,ANIMAL CARETAKER,1,1,9.05,HR,9.05,HR
C-10334-52072,9-Dec-10,30-Nov-10,CERTIFIED,H-2B,CA,2-Dec-10,4-May-11,KIRKWOOD MOUNTAIN RESORT DBA KRKWOOD MOUNTAIN RESO,1501 KIRKWOOD MEADOWS DRIVE,,KIRKWOOD,CA,95646,,,,153.227-014,"Instructor, Physical",399031,Fitness Trainers and Aerobics Instructors,"INSTRUCTOR, PHYSICAL",10,10,15.44,HR,15.44,HR
C-10357-52667,29-Dec-10,23-Dec-10,CERTIFIED,H-2B,CA,1-Apr-11,30-Sep-11,"AMERICAN RIVER RECREATION, INC.",6770 MARSHALL RD,P.O. BOX 465,LOTUS,CA,95651,"KENDRA S KEMBEL, ESQ.",ENOLA,PA,353.167-010,"Guide, Travel",396022,Travel Guides,"GUIDE, TRAVEL",6,6,13.63,HR,13.63,HR
C-11014-53386,31-Jan-11,14-Jan-11,CERTIFIED,H-2B,CA,15-Apr-11,15-Oct-11,"EARTH TREK EXPEDITIONS, INC.",PO BOX 1010,,LOTUS,CA,95651,"KENDRA S. KEMBEL, ESQ.",ENOLA,PA,195.227-014,Recreation Leader,399032,Recreation Workers,RECREATION LEADER,5,5,10.44,HR,10.44,HR
C-11068-54365,14-Mar-11,9-Mar-11,CERTIFIED,H-2B,CA,1-May-11,15-Nov-11,ACTION WHITEWATER ADVENTURES OF CA,"6260 HWY 49 P O BOX 1667, SHINGLE SPRINGS, CA 9568",,LOTUS,CA,95651,"KENDRA S KEMBEL, ESQ.",ENOLA,PA,187.167-238,Recreation Supervisor,399032,Recreation Workers,RECREATION SUPERVISOR,2,2,10.44,HR,10.44,HR
C-11027-53676,15-Feb-11,27-Jan-11,CERTIFIED,H-2B,CA,20-Apr-11,31-Oct-11,MILO ENTERPRISES,4519 RATTLESNAKE BAR ROAD,,PILOT HILL,CA,95664,JAMES K JUDKINS,RIO HONDO,TX,349.664-010,Amusement Park Worker,393091,Amusement and Recreation Attendants,AMUSEMENT PARK WORKER,8,8,352.8,WK,352.8,WK
C-11116-54787,24-May-11,26-Apr-11,CERTIFIED,H-2B,CA,1-Apr-11,31-Jan-12,"SPARE TIME, INC.",11290 PYRITES WAY,SUITE 100,GOLD RIVER,CA,95670,ANN KANTER,SACRAMENTO,CA,195.367-030,Recreation Aide,393091,Amusement and Recreation Attendants,RECREATION AIDE,1,1,17.31,HR,17.31,HR
C-10326-51968,28-Dec-10,22-Nov-10,CERTIFIED,H-2B,CA,10-Jan-11,30-Sep-11,EL DORADO UNITED SOCCER ACADEMY DBA CORPORATION,1107 INVESTMENT BLVD.,SUITE 145,EL DORADO HILLS,CA,95762,"DOUGLAS JAY HANDEN/ HANDEN COMPANY, INC.",RANCHO CORDOVA,CA,153.117-010,Head Coach,272022,Coaches and Scouts,HEAD COACH,1,1,13.73,HR,13.73,HR
C-10356-52629,7-Jan-11,22-Dec-10,CERTIFIED,H-2B,CA,1-Mar-11,31-Oct-11,"CAPITAL COOKERY, INC.",4045 PALM AVE.,,SACRAMENTO,CA,95842,JAMES KENDRICK JUDKINS,RIO HONDO,TX,349.664-010,Amusement Park Worker,393091,Amusement and Recreation Attendants,AMUSEMENT PARK WORKER,15,15,353.6,WK,353.6,WK
C-11010-53250,16-Feb-11,10-Jan-11,DENIED,H-2B,CA,1-Feb-11,12-Dec-11,"EAST WIND (HIGASHI KAZE), INC.",21020 SHEILDS CAMP ROAD,,NEVADA CITY,CA,95959,LEONARD CARPENTER BRACKETT,NEVADA CITY,CA,806.281-058,"Carpenter, Prototype",472031,Carpenters,"CARPENTER, PROTOTYPE",1,0,29.61,HR,29.61,HR
C-11027-53668,3-Feb-11,27-Jan-11,PARTIAL CERTIFIED,H-2B,CA,1-Apr-11,21-Nov-11,"BRASS RING AMUSEMENTS, INC. DBA MIDWAY OF FUN",650 STATE BOX RD.,,OROVILLE,CA,95965,JAMES KENDRICK JUDKINS,RIO HONDO,TX,349.664-010,Amusement Park Worker,393091,Amusement and Recreation Attendants,AMUSEMENT PARK WORKER,24,23,355.6,WK,355.6,WK
C-11098-54680,22-Apr-11,8-Apr-11,CERTIFIED,H-2B,CA,1-Apr-11,30-Nov-11,"NORTH STAR CONSTRUCTION AND ENGINEERING, INC.",1282 STABLER LANE #630-109,,YUBA CITY,CA,95993,"JACOB J. SAPOCHNICK, ESQ.",SAN DIEGO,CA,862.684-014,"Laborer, Construction or Leak Gang",519198,Helpers--Production Workers,"LABORER, CONSTRUCTION OR LEAK GANG",3,3,22.87,HR,22.87,HR
C-11004-53031,11-Jan-11,4-Jan-11,CERTIFIED,H-2B,CA,1-Apr-11,15-Nov-11,ESTATE LANDSCAPE & IRRIGATION INC,8461 BROOK AVE,PO BOX 2300,KINGS BEACH,CA,96143,BRANDI COWAN,BAY CITY,TX,406.684-014,"Groundskeeper, Industrial-Commercial",373011,Landscaping and Groundskeeping Workers,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",35,35,10.21,HR,10.21,HR
C-11255-55537,22-Sep-11,12-Sep-11,PARTIAL CERTIFIED,H-2B,CA,1-Dec-11,1-May-12,SQUAW VALLEY SKI CORPORATION,1901 CHAMONIX PL,PO BOX 2007,OLYMPIC VALLEY,CA,96146,,,,349.664-010,Amusement Park Worker,393091,Amusement and Recreation Attendants,AMUSEMENT PARK WORKER,40,37,9.67,HR,9.67,HR
C-10340-52151,8-Dec-10,6-Dec-10,CERTIFIED,H-2B,CA,1-Mar-11,15-Nov-11,PERENNIAL NURSERY INC,6891 NORTH LAKE BLVD. #212,P.O. BOX 193,TAHOE VISTA,CA,96148,APRIL MCKINNEY,BAY CITY,TX,406.684-014,"Groundskeeper, Industrial-Commercial",373011,Landscaping and Groundskeeping Workers,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",17,17,10.21,HR,10.21,HR
C-11018-53412,8-Feb-11,18-Jan-11,PARTIAL CERTIFIED,H-2B,CA,4-Apr-11,31-Oct-11,"ROCK & ROSE, INC.",11084 W. RIVER STREET #1,,TRUCKEE,CA,96161,MARIA MICAELA RAMIREZ-PALAFOX,ROSEVILLE,CA,406.684-014,"Groundskeeper, Industrial-Commercial",373011,Landscaping and Groundskeeping Workers,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",7,2,10.21,HR,10.21,HR
C-11054-54190,2-Mar-11,23-Feb-11,PARTIAL CERTIFIED,H-2B,CA,4-Apr-11,31-Oct-11,"ROCK & ROSE, INC.",11084 W. RIVER STREET #1,"P.O. BOX 6381 TAHOE CITY, CA 96145",TRUCKEE,CA,96161,MARIA MICAELA RAMIREZ-PALAFOX/PALAFOX IMMIGRATION,ROSEVILLE,CA,408.687-014,"Laborer, Landscape",373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",12,5,10.21,HR,10.21,HR
C-11013-53339,20-Jan-11,13-Jan-11,CERTIFIED,H-2B,CA,15-Apr-11,31-Oct-11,LAHONTAN GOLF CLUB,12700 LODGETRAIL DR.,,TRUCKEE,CA,96161,BRANDI COWAN,BAY CITY,TX,406.684-014,"Groundskeeper, Industrial-Commercial",373011,Landscaping and Groundskeeping Workers,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",20,20,10.21,HR,10.21,HR
C-10299-51342,29-Oct-10,26-Oct-10,CERTIFIED,H-2B,HI,14-Jan-11,14-Nov-11,"FERNANDEZ EVENTS, LLC.",91-246 OIHAWA ST.,,KAPOLEI,HI,96707,JAMES KENDRICK JUDKINS,RIO HONDO,TX,349.664-010,Amusement Park Worker,393091,Amusement and Recreation Attendants,AMUSEMENT PARK WORKER,56,56,326.8,WK,326.8,WK
C-11075-54470,31-Mar-11,16-Mar-11,DENIED,H-2B,HI,1-Jun-11,30-Nov-11,BUMP NETWORKS INC,89 HO'OKELE STREET,SUITE 201,KAHULUI,HI,96732,,,,733.687-010,"Assembler, Marking Devices",519199,"Production Workers, All Other","ASSEMBLER, MARKING DEVICES",1,0,30,HR,30,HR
C-11136-54911,3-Jun-11,16-May-11,CERTIFIED,H-2B,HI,1-Aug-11,31-Jan-12,BUMP NETWORKS INC,89 HO'OKELE STREET,SUITE 201,KAHULUI,HI,96732,,,,030.062-010,Software Engineer,151032,"Computer Software Engineers, Systems Software",SOFTWARE ENGINEER,1,1,32.12,HR,32.12,HR
C-10263-51061,5-Oct-10,20-Sep-10,CERTIFIED,H-2B,HI,1-Nov-10,1-Sep-11,JAMES MATABISHOP DBA FINANCIAL SERVICES,P.O. BOX 1263,,VOLCANO,HI,96785,JAMES CHEN-TUNE TAI,HILO,HI,250.257-022,"Sales Representative, Financial Services",413031,"Securities, Commodities, and Financial Services Sales Agents","SALES REPRESENTATIVE, FINANCIAL SERVICES",1,1,,,,
C-11108-54743,9-May-11,18-Apr-11,DENIED,H-2B,HI,1-Apr-11,31-Mar-12,TERESA A. EDMONDS DBA IF THE SHOE FITS,21 N. MARKET,,WAILUKU,HI,96793,,,,788.381-010,Cobbler,516041,Shoe and Leather Workers and Repairers,COBBLER,1,0,,WK,540,WK
C-10312-51588,13-Dec-10,8-Nov-10,DENIED,H-2B,MP,10-Jun-10,9-Jun-11,"SEABRIDGE, INC.",PMB 170 PPP BOX 10000,,SAIPAN,MP,96950,LADD ARTHUR BAUMANN,HAGATNA,GU,911.584-010,Marine Oiler,535011,Sailors and Marine Oilers,MARINE OILER,10,0,12.69,HR,12.69,HR
C-11004-53007,11-Jan-11,4-Jan-11,CERTIFIED,H-2B,PR,10-Jun-10,9-Jun-11,"SEABRIDGE, INC.",PMB 170 PPP BOX 10000,,SAIPAN,MP,96950,LADD ARTHUR BAUMANN,HAGATNA,GU,911.664-014,"Sailor, Pleasure Craft",535011,Sailors and Marine Oilers,"SAILOR, PLEASURE CRAFT",10,10,12.69,HR,12.69,HR
C-11133-54898,31-May-11,13-May-11,CERTIFIED,H-2B,MI,1-Apr-11,15-Sep-11,NORTHERN MARIANA ISLANDS FOOTBALL ASSOCIATION,"P.O. BOX 10001, PMB 338",,SAIPAN,MI,96950,ROBERT TERUO MIMBU,SEATTLE,WA,153.117-010,Head Coach,272022,Coaches and Scouts,HEAD COACH,1,1,5000,MTH,5000,MTH
C-11146-54967,24-Jun-11,26-May-11,DENIED,H-2B,GU,10-Jun-11,9-Jun-12,"SEABRIDGE, INC.",PMB 170 PPP BOX 10000,,SAIPAN,MP,96950,LADD ARTHUR BAUMANN,HAGATNA,GU,911.364-010,Able Seaman,535011,Sailors and Marine Oilers,ABLE SEAMAN,10,0,12.69,HR,12.69,HR
C-11168-55041,7-Jul-11,17-Jun-11,DENIED,H-2B,MP,10-Jun-11,9-Jun-12,"SEABRIDGE, INC.",PMB 170 PPP BOX 10000,,SAIPAN,MP,96950,LADD ARTHUR BAUMANN,HAGATNA,GU,911.364-010,Able Seaman,535011,Sailors and Marine Oilers,ABLE SEAMAN,10,0,12.69,HR,12.69,HR
C-11193-55199,8-Aug-11,12-Jul-11,DENIED,H-2B,MP,1-Sep-11,31-Aug-12,ROME RESEARCH CORPORATION,AGINGAN LANE,,SAIPAN,MP,96950,CHARLES W. INGRAM,SAIPAN,MP,005.261-014,Civil Engineering Technician,173022,Civil Engineering Technicians,CIVIL ENGINEERING TECHNICIAN,1,0,14.62,HR,14.62,HR
C-11013-53367,20-Jan-11,13-Jan-11,CERTIFIED,H-2B,OR,25-Jan-11,21-Nov-11,"WILD TURKEY FARM, LLC",29030 SW TOWN CENTER,"LOOP E, SUITE 202 # 533",WILSONVILLE,OR,97070,"LISA L. GALLIATH/ INTERNATIONAL LAW GROUP, LLP",SOLANA BEACH,CA,419.224-010,Horse Trainer,392011,Animal Trainers,HORSE TRAINER,4,4,9.36,HR,9.36,HR
C-11006-53116,12-Jan-11,6-Jan-11,PARTIAL CERTIFIED,H-2B,OR,1-Apr-11,30-Nov-11,"PACIFIC LANDSCAPE MANAGEMENT, INC.",21555 NW AMBERWOOD DRIVE,,HILLSBORO,OR,97124,ELIZABETH D. WHITLEY,LOVINGSTON,VA,406.684-014,"Groundskeeper, Industrial-Commercial",373011,Landscaping and Groundskeeping Workers,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",40,25,9.43,HR,9.43,HR
C-10361-52754,30-Dec-10,27-Dec-10,PARTIAL CERTIFIED,H-2B,OR,1-Apr-11,15-Nov-11,SHOWPLACE LANDSCAPE SERVICES,25935 SW GRAHAMS FERRY ROAD,,SHERWOOD,OR,97140,"ELIZABETH D. WHITLEY / MASLABOR H2B, LLC",LOVINGSTON,VA,406.684-014,"Groundskeeper, Industrial-Commercial",373011,Landscaping and Groundskeeping Workers,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",35,17,9.43,HR,9.43,HR
C-11045-54037,24-Mar-11,14-Feb-11,DENIED,H-2B,OR,1-Dec-10,30-Aug-11,ALPHA & OMEGA,6826 SE REEDWAY STREET,,PORTLAND,OR,97206,,,,301.687-010,Caretaker,372012,Maids and Housekeeping Cleaners,CARETAKER,20,0,10.25,HR,10.25,HR
C-11220-55375,7-Sep-11,8-Aug-11,DENIED,H-2B,OR,3-Jun-11,3-Jan-12,ALPHA & OMEGA MANAGEMENT,6826 SE REEDWAY STREET,,PORTLAND,OR,97206,,,,309.674-014,Personal Attendant,399021,Personal and Home Care Aides,PERSONAL ATTENDANT,20,0,,,,
C-10281-51162,29-Oct-10,8-Oct-10,DENIED,H-2B,OR,11-Sep-11,1-May-12,MARK R. MECKLER,2632 NW THURMAN ST.,,PORTLAND,OR,97210,,,,301.677-010,Child Monitor,399011,Child Care Workers,CHILD MONITOR,1,0,8.5,HR,8.5,HR
C-11011-53295,8-Feb-11,11-Jan-11,DENIED,H-2B,OR,1-Mar-11,1-Dec-11,MARK R. MECKLER,2632 NW THURMAN ST,,PORTLAND,OR,97210,,,,301.677-010,Child Monitor,399011,Child Care Workers,CHILD MONITOR,1,0,8.5,HR,8.5,HR
C-10301-51394,15-Nov-10,28-Oct-10,DENIED,H-2B,OR,1-Jan-11,1-Nov-11,CHRISTIAN MICHAEL INC DBA IRONWOOD HOLISTIC CARE H,11216 NW BLACKHAWK DR.,,PORTLAND,OR,97229,,,,354.377-014,Home Attendant,311011,Home Health Aides,HOME ATTENDANT,2,0,9.4,HR,9.4,HR
C-10344-52226,21-Jan-11,10-Dec-10,DENIED,H-2B,OR,15-Dec-10,15-Oct-11,CHRISTIAN MICHAEL INC DBA IRONWOOD HOLISTIC CARE H,11216 NW BLACKHAWK DR,,PORTLAND,OR,97229,,,,354.377-014,Home Attendant,311011,Home Health Aides,HOME ATTENDANT,1,0,9.04,HR,9.04,HR
C-11038-53888,18-Mar-11,7-Feb-11,DENIED,H-2B,OR,1-May-11,20-Dec-11,TRINIDAD INCORPORATED DBA SEARS CARPET AND AIR DUC,13613 NE FREMONT,PO BOX 20365,PORTLAND,OR,97230,,,,503.684-010,Cleaner,519199,"Production Workers, All Other",CLEANER,2,0,,,,
C-10292-51255,22-Oct-10,19-Oct-10,CERTIFIED,H-2B,AZ,15-Jan-11,15-Nov-11,"JUICYS, LLC","2851 NW 9TH STREET, SUITE C",,CORVALLIS,OR,97330,"JAMES KENDRICK JUDKINS/ JKJ WORKFORCE AGENCY, INC",RIO HONDO,TX,349.664-010,Amusement Park Worker,393091,Amusement and Recreation Attendants,AMUSEMENT PARK WORKER,56,56,354.4,WK,354.4,WK
C-11098-54689,21-Apr-11,8-Apr-11,PARTIAL CERTIFIED,H-2B,OR,20-Apr-11,31-Dec-11,"FREMONT FOREST SYSTEMS, INC",3955 INDEPENDENCE HWY,POB 339,INDEPENDENCE,OR,97351,,,,452.687-010,Forest Worker,454011,Forest and Conservation Workers,FOREST WORKER,44,32,13.63,HR,13.63,HR
C-10257-51039,5-Oct-10,14-Sep-10,DENIED,H-2B,OR,18-Oct-10,30-Jun-11,"L&B REFORESTATION, INC.",24745 ALSEA HWY,PO BOX 1599,PHILOMATH,OR,97370,,,,452.687-010,Forest Worker,454011,Forest and Conservation Workers,FOREST WORKER,30,0,10,HR,10,HR
C-10314-51661,30-Nov-10,10-Nov-10,CERTIFIED,H-2B,OR,1-Dec-10,30-Jun-11,"L & B REFORESTATION, INC.",24745 ALSEA HWY OR P.O. BOX 1599,,PHILOMATH,OR,97370,,,,452.687-010,Forest Worker,454011,Forest and Conservation Workers,FOREST WORKER,28,28,10,HR,10,HR
C-10327-51991,7-Dec-10,23-Nov-10,CERTIFIED,H-2B,OR,1-Dec-10,30-Jun-11,"L&B REFORESTATION, INC.",24745 ALSEA HWY PO BOX 1599,,PHILOMATH,OR,97370,,,,452.687-010,Forest Worker,454011,Forest and Conservation Workers,FOREST WORKER,13,13,10,HR,10,HR
C-10347-52242,14-Jan-11,13-Dec-10,PARTIAL CERTIFIED,H-2B,OR,1-Mar-11,20-Nov-11,"SUNRISE REFORESTATION, INC",32874 HWY 99 E,,TANGENT,OR,97389,,,,452.687-010,Forest Worker,454011,Forest and Conservation Workers,FOREST WORKER,50,49,9.55,HR,9.55,HR
C-11056-54230,8-Apr-11,25-Feb-11,DENIED,H-2B,OR,28-Feb-11,28-Feb-16,"GARY'S ROOTER & PLUMBING SERVICE, LLC DBA GARY ALA",PO BOX 25033,,EUGENE,OR,97402,RUSSELL DEAN BEVANS,EUGENE,OR,301.137-010,"Housekeeper, Home",371011,First-Line Supervisors/Managers of Housekeeping and Janitorial Workers,"HOUSEKEEPER, HOME",1,0,8.5,HR,8.5,HR
C-11091-54634,4-May-11,1-Apr-11,PARTIAL CERTIFIED,H-2B,ME,6-May-11,31-Jan-12,DOUGLAS CONTRACTING CORPORATION,"3019 NW STEWART PKWY SUITE 304, #326",,ROSEBURG,OR,97470,GINNY MUILENBURG,COEUR D'ALENE,ID,821.361-022,"Line Installer, Street Railway",499051,Electrical Power-Line Installers and Repairers,"LINE INSTALLER, STREET RAILWAY",50,38,23.7,HR,23.7,HR
C-10316-51688,30-Nov-10,12-Nov-10,PARTIAL CERTIFIED,H-2B,ID,7-Feb-11,30-Nov-11,"CUTTING EDGE FORESTRY, INC.",1017 N. RIVERSIDE AVE.  # 125,,MEDFORD,OR,97501,GINNY MUILENBERG,COEUR D'ALENE,ID,452.687-010,Forest Worker,454011,Forest and Conservation Workers,FOREST WORKER,100,97,9.57,HR,9.57,HR
C-11089-54613,7-Apr-11,30-Mar-11,PARTIAL CERTIFIED,H-2B,ID,1-Apr-11,30-Nov-11,"3 B'S FORESTRY, INC.",527 PUTNAM STREET,,MEDFORD,OR,97501,GINNY MUILENBURG/ LABOR CONSULTANTS INTERNATIONAL,COEUR D'ALENE,ID,452.687-010,Forest Worker,454011,Forest and Conservation Workers,FOREST WORKER,40,39,9.57,HR,9.57,HR
C-11122-54834,17-May-11,25-Apr-11,PARTIAL CERTIFIED,H-2B,ID,25-Apr-11,31-Jan-12,"EVERGREEN REFORESTATION, INC.",1339 ORCHARD HOME DRIVE,,MEDFORD,OR,97501,GINNY MUILENBURG,COEUR D'ALENE,ID,452.687-010,Forest Worker,454011,Forest and Conservation Workers,FOREST WORKER,30,27,9.57,HR,9.57,HR
C-11230-55426,13-Sep-11,18-Aug-11,PARTIAL CERTIFIED,H-2B,UT,1-Nov-11,31-Aug-12,"IMPERIAL FORESTRY, INC.",321 S. ORANGE ST.,,MEDFORD,OR,97501,STEPHEN WARD/LABOR CONSULTANTS INTERNATIONAL,COEUR D'ALENE,ID,452.687-010,Forest Worker,454011,Forest and Conservation Workers,FOREST WORKER,60,42,11.76,HR,11.76,HR
C-10243-50945,18-Oct-10,31-Aug-10,CERTIFIED,H-2B,WY,1-Nov-10,16-May-11,"PONDEROSA REFORESTATION, INC.",369 OAKGROVE ROAD,PO BOX 1067,MEDFORD,OR,97501,GINNY MUILENBURG / LABOR CONSULTANTS INTERNATIONAL,COEUR D'ALENE,ID,452.687-010,Forest Worker,454011,Forest and Conservation Workers,FOREST WORKER,50,50,9.18,HR,9.18,HR
C-10277-51124,3-Nov-10,4-Oct-10,CERTIFIED,H-2B,MT,4-Jan-11,31-Aug-11,"IMPERIAL FORESTRY, INC.",321 S ORANGE ST.,,MEDFORD,OR,97501,GINNY MUILENBURG,COEUR D'ALENE,ID,452.687-010,Forest Worker,454011,Forest and Conservation Workers,FOREST WORKER,41,41,9.93,HR,9.93,HR
C-11031-53718,22-Mar-11,31-Jan-11,DENIED,H-2B,ID,1-Apr-11,30-Nov-11,"3 B'S FORESTRY, INC.",527 PUTNAM STREET,,MEDFORD,OR,97501,STEPHEN WARD,COEUR D'ALENE,ID,452.687-010,Forest Worker,454011,Forest and Conservation Workers,FOREST WORKER,40,0,,,,
C-11049-54119,6-Apr-11,18-Feb-11,CERTIFIED,H-2B,WY,1-Mar-11,10-Dec-11,PINE WEST REFORESTATION,2045 SOUTH STAGE ROAD,,MEDFORD,OR,97501,GINNY MUILENBURG,COEUR D'ALENE,ID,452.687-010,Forest Worker,454011,Forest and Conservation Workers,FOREST WORKER,55,55,9.57,HR,9.57,HR
C-11145-54961,31-May-11,25-May-11,CERTIFIED,H-2B,ID,16-Jun-11,30-Nov-11,"CUTTING EDGE FORESTRY, INC.",1017 N. RIVERSIDE AVE. # 125,"PO BOX 300 TALENT, OR 97540",MEDFORD,OR,97501,STEPHEN WARD,COEUR D'ALENE,ID,452.687-010,Forest Worker,454011,Forest and Conservation Workers,FOREST WORKER,50,50,,,,
C-11003-52965,24-Jan-11,3-Jan-11,CERTIFIED,H-2B,AZ,1-Feb-11,30-Nov-11,"GE FORESTRY, INC",5315 MCLOUGHLIN DR.,,CENTRAL POINT,OR,97502,GINNY MUILENBURG,COEUR D'ALENE,ID,452.687-010,Forest Worker,454011,Forest and Conservation Workers,FOREST WORKER,150,150,9.57,HR,9.57,HR
