CASE_NO,DECISION_DATE,NPC_SUBMITTED_DATE,CASE_STATUS,APPLICATION_TYPE,ALIEN_WORK_STATE,CERTIFICATION_BEGIN_DATE,CERTIFICATION_END_DATE,EMPLOYER_NAME,EMPLOYER_ADDRESS1,EMPLOYER_ADDRESS2,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_STATE,DOT_OCCUPATIONAL_CODE,JOB_TITLE,NBR_WORKERS_REQUESTED,NBR_WORKERS_CERTIFIED,PREVAILING_WAGE,PW_UNIT_OF_PAY,BASIC_RATE_OF_PAY,BASIC_UNIT_OF_PAY
C-09316-47112,18-Nov-09,12-Nov-09,PARTIAL CERTIFIED,H-2B,OH,2-Feb-10,19-Nov-10,THE BRICKMAN GROUP LTD LLC,18227-D FLOWER HILL WAY,,GAITHERSBURG,MD,20879,,,,408.687-014,"LABORER, LANDSCAPE",40,25,10.18,HR,10.18,HR
C-09329-47392,30-Nov-09,25-Nov-09,CERTIFIED,H-2B,MD,1-Feb-10,18-Oct-10,"RSV POOLS, INC.",19200 CHENNAULT WAY,SUITE G,GAITHERSBURG,MD,20879,ELIZABETH D. WHITLEY,LOVINGSTON,VA,379.667-014,LIFEGUARD,25,25,8,HR,8,HR
C-09317-47143,3-Dec-09,13-Nov-09,PARTIAL CERTIFIED,H-2B,MD,2-Feb-10,19-Nov-10,"THE BRICKMAN GROUP, LTD. LLC",18227- D FLOWER HILL WAY,,GAITHERBURG,MD,20879,,,,408.687-014,"LABORER, LANDSCAPE",10,9,9.98,HR,9.98,HR
C-09324-47322,4-Dec-09,20-Nov-09,PARTIAL CERTIFIED,H-2B,MD,2-Feb-10,19-Nov-10,THE BRICKMAN GROUP LTD LLC,18227-D FLOWER HILL WAY,,GAITHERSBURG,MD,20879,,,,406.684-014,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",45,24,11.15,HR,11.15,HR
C-09356-47872,28-Dec-09,18-Dec-09,CERTIFIED,H-2B,MD,1-Apr-10,18-Oct-10,"RSV POOLS, INC.",19200 CHENNAULT WAY,SUITE G,GAITHERSBURG,MD,20879,ELIZABETH WHITLEY,LOVINGSTON,VA,379.667-014,LIFEGUARD,120,120,8,HR,8,HR
C-09356-47915,28-Dec-09,18-Dec-09,PARTIAL CERTIFIED,H-2B,FL,1-Apr-10,19-Nov-10,THE BRICKMAN GROUP LTD LLC,18227-D FLOWER HILL WAY,,GAITHERSBURG,MD,20879,,,,408.687-014,"LABORER, LANDSCAPE",15,13,7.36,HR,7.36,HR
C-09363-48302,5-Jan-10,29-Dec-09,PARTIAL CERTIFIED,H-2B,IN,1-Apr-10,19-Nov-10,"THE BRICKMAN GROUP, LTD. LLC",18227-D FLOWER HILL WAY,,GAITHERSBURG,MD,20879,,,,408.687-014,"LABORER, LANDSCAPE",20,18,8.37,HR,8.37,HR
C-09364-48321,5-Jan-10,29-Dec-09,PARTIAL CERTIFIED,H-2B,MD,1-Apr-10,19-Nov-10,THE BRICKMAN GROUP LTD LLC,18227-D FLOWER HILL WAY,,GAITHERSBURG,MD,20879,,,,408.687-014,"LABORER, LANDSCAPE",25,12,8.52,HR,8.52,HR
C-10075-49664,19-Mar-10,16-Mar-10,PARTIAL CERTIFIED,H-2B,CO,1-Apr-10,19-Nov-10,THE BRICKMAN GROUP LTD LLC,18227-D FLOWER HILL WAY,,GAITHERSBURG,MD,20879,,,,408.687-014,"LABORER, LANDSCAPE",35,25,8.92,HR,8.92,HR
C-10144-50156,9-Jun-10,24-May-10,CERTIFIED,H-2B,CO,1-Apr-10,19-Nov-10,THE BRICKMAN GROUP LTD. LLC,18227-D FLOWER HILL WAY,,GAITHERSBURG,MD,20879,,,,408.687-014,"LABORER, LANDSCAPE",25,25,,,,
C-09358-48117,30-Dec-09,23-Dec-09,PARTIAL CERTIFIED,H-2B,MD,1-Apr-10,1-Dec-10,"GOSHEN ENTERPRISES, INC.",5300 RIGGS ROAD,P.O. BOX 5274,LAYTONSVILLE,MD,20882,ELIZABETH WHITLEY,LOVINGSTON,VA,408.687-014,"LABORER, LANDSCAPE",25,21,9.19,HR,9.19,HR
C-09322-47277,30-Nov-09,18-Nov-09,CERTIFIED,H-2B,MD,8-Feb-10,3-Dec-10,"PANORAMIC LANDSCAPE SERVICES, INC",226 WHITMOOR TERRACE,,SILVER SPRING,MD,20901,LAUREN AUCOIN,WASHINGTON,DC,406.684-014,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",21,21,9.5,HR,9.5,HR
C-10180-50395,2-Jul-10,29-Jun-10,CERTIFIED,H-2B,VA,1-Oct-10,31-Jan-11,"NOR INVESTMENT, INC",11104 BYBEE STREET,,SILVER SPRING,MA,20902,SVETLANA  SCHREIBER SVETLANA SCHREILBER & ASSOC. C,CLEVELAND,OH,262.357-018,"SALESPERSON, COSMETICS AND TOILETRIES",21,21,7.93,HR,7.93,HR
C-09273-46570,21-Oct-09,30-Sep-09,CERTIFIED,H-2B,MD,1-Oct-09,30-Sep-10,JUDITH ARIAS,8800 LEONARD DRIVE,,SILVER SPRING,MD,20910,NICOLE C. DILLARD,WASHINGTON,DC,301.677-010,CHILD MONITOR,1,1,9.46,HR,9.46,HR
C-10146-50190,28-May-10,26-May-10,CERTIFIED,H-2B,MD,1-Jun-10,1-Jun-11,MORVARID YOUSEFI,9200 COLESVILLE RD.,,SILVER SPRING,MD,20910,ARNEDO S. VALERA,FAIRFAX,VA,301.677-010,CHILD MONITOR,1,1,8,HR,8,HR
C-09358-48090,30-Dec-09,23-Dec-09,CERTIFIED,H-2B,MD,1-Apr-10,28-Nov-10,"PAUL SCHWARTZ LANDSCAPING, LLC",4911 CARROLL MANOR RD.,,BALDWIN,MD,21013,ELIZABETH D. WHITLEY,LOVINGSTON,VA,408.687-014,"LABORER, LANDSCAPE",8,8,,,,
C-09356-47916,28-Dec-09,18-Dec-09,PARTIAL CERTIFIED,H-2B,MD,1-Apr-10,13-Dec-10,"EXCELL LAWN CARE, INC.",1205 SADDLEBACK WAY,,BEL AIR,MD,21014,"ELIZABETH D. WHITLEY/MAS LABOR H2B, LLC",LOVINGSTON,VA,406.684-014,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",9,8,9.37,HR,9.37,HR
C-10007-48577,13-Jan-10,7-Jan-10,CERTIFIED,H-2B,MD,1-Apr-10,15-Dec-10,"IVY HILL NURSERY CO., INC.",1305 ENTERPRISE COURT,,BEL AIR,MD,21014,"ELIZABETH D. WHITLEY / MAS LABOR H2B, LLC",LOVINGSTON,VA,408.687-014,"LABORER, LANDSCAPE",35,35,9.37,HR,9.37,HR
C-10104-49866,16-Apr-10,14-Apr-10,PARTIAL CERTIFIED,H-2B,MD,1-May-10,11-Dec-10,"WOODFIELD LANDSCAPING, INC.",732 B BALTIMORE PIKE,,BEL AIR,MD,21014,"KENDRA S. KEMBEL, ESQ",MECHANICSBURG,PA,408.687-014,"LABORER, LANDSCAPE",6,4,9.37,HR,9.37,HR
C-09356-47920,28-Dec-09,18-Dec-09,PARTIAL CERTIFIED,H-2B,MD,1-Apr-10,10-Dec-10,CARNIE'S LAWN CARE,2309 CHANTAWAY COURT,,BEL AIR,MD,21015,ELIZABETH D. WHITLEY,LOVINGSTON,VA,406.684-014,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",8,6,9.37,HR,9.37,HR
C-09314-47079,24-Nov-09,10-Nov-09,PARTIAL CERTIFIED,H-2B,MD,10-Feb-10,30-Nov-10,"UNIVERSAL POOL & SPA, INC.",P.O. BOX 18,14629 OLD HAVOVER ROAD,BORING,MD,21020,ELIZABETH D. WHITLEY,LOVINGSTON,VA,891.684-018,SWIMMING POOL SERVICER,12,10,8.2,HR,8.2,HR
C-09320-47201,20-Nov-09,16-Nov-09,CERTIFIED,H-2B,MD,30-Nov-09,30-Apr-10,A. FERRIS ALLEN RACING STABLE,13330 LONGLEAF DR.,,CLARKSVILLE,MD,21029,JANE W. GOLDBLUM/ GOLDBLUM & HESS,JENKINTOWN,PA,410.674-022,STABLE ATTENDANT,10,10,7.82,HR,9.25,HR
C-10112-49942,26-Apr-10,22-Apr-10,CERTIFIED,H-2B,MD,20-Apr-10,30-Nov-10,A. FERRIS ALLEN RACING STABLE,13330 LONG LEAF DRIVE,,CLARKSVILLE,MD,21029,JANE W. GOLDBLUM,JENKINTOWN,PA,410.674-010,ANIMAL CARETAKER,12,12,10,HR,10,HR
C-09356-47873,5-Jan-10,18-Dec-09,PARTIAL CERTIFIED,H-2B,MD,1-Apr-10,15-Dec-10,"MJM LANDSCAPING, INC.",10838-D WILLIAMSON LANE,,COCKEYSVILLE,MD,21030,"AMIGO'S LABOR SOLUTIONS, INC./ROBERT L. WINGFIELD",DALLAS,TX,408.687-014,"LABORER, LANDSCAPE",17,14,,,,
C-10019-48838,25-Jan-10,19-Jan-10,CERTIFIED,H-2B,MD,1-Apr-10,30-Nov-10,"SOUTH FORTY LANDSCAPING, INC.",10818 WILLIAMSON LANE,,COCKEYSVILLE,MD,21030,ELIZABETH D. WHITLEY,LOVINGSTON,VA,408.687-014,"LABORER, LANDSCAPE",17,17,,,,
C-10021-48918,27-Jan-10,21-Jan-10,PARTIAL CERTIFIED,H-2B,MD,1-Apr-10,31-Oct-10,"BUDDY'S POOL SERVICE, INC.",10715 YORK ROAD,,COCKEYSVILLE,MD,21030,ELIZABETH D. WHITLEY,LOVINGSTON,VA,891.684-018,SWIMMING POOL SERVICER,20,19,8.2,HR,8.2,HR
C-09357-47960,29-Dec-09,21-Dec-09,PARTIAL CERTIFIED,H-2B,MD,1-Apr-10,15-Dec-10,"TERRACE TURF LAWN SERVICE, INC.",1272 GENERALS HWY.,,CROWNSVILLE,MD,21032,ROBERT L. WINGFIELD,DALLAS,TX,408.687-014,"LABORER, LANDSCAPE",12,11,,,,
C-09307-46964,10-Nov-09,3-Nov-09,CERTIFIED,H-2B,MD,1-Feb-10,1-Dec-10,CS LAWN & LANDSCAPE INC.,1600 ROSSBACK ROAD,,DAVIDSONVILLE,MD,21035,FERNANDO ERNESTO SAENZ / WORKFORCE ADVANTAGE,GLEN ALLEN,VA,406.684-014,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",30,30,9.37,HR,9.37,HR
C-10011-48662,21-Jan-10,11-Jan-10,CERTIFIED,H-2B,MD,1-Apr-10,15-Oct-10,ANCHOR AQUATICS,3642 SOLOMONS ISLAND ROAD,,EDGEWATER,MD,21037,ERIC D. STEINER/INTERNATIONAL TRAINING & CONSULTIN,BALTIMORE,MD,406.684-014,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",3,2,11,HR,11,HR
C-10022-48966,28-Jan-10,22-Jan-10,PARTIAL CERTIFIED,H-2B,MD,1-Apr-10,13-Dec-10,"COLUMBIA GROUNDS MANAGEMENT, INC",2020 DANIELS ROAD,PO BOX 2068,ELLICOTT CITY,MD,21043,"ELIZABETH D. WHITLEY / MAS LABOR H2B, LLC",LOVINGSTON,VA,408.687-014,"LABORER, LANDSCAPE",22,20,,,,
C-09358-48097,30-Dec-09,23-Dec-09,PARTIAL CERTIFIED,H-2B,MD,1-Apr-10,11-Dec-10,"GREEN ANGELS LANDSCAPING, LLC",10475 STATE RT. 108,,COLUMBIA,MD,21044,ELIZABETH WHITLEY,LOVINGSTON,VA,408.687-014,"LABORER, LANDSCAPE",13,12,9.37,HR,9.37,HR
C-10172-50317,23-Jun-10,21-Jun-10,CERTIFIED,H-2B,MD,1-Apr-10,1-Dec-10,GLADYS MCHARGUE,4 EAST MAYER DR.,,FINKSBURG,MD,21048,CRAIG MCDOUGAL,NORMAN,OK,410.674-010,ANIMAL CARETAKER,4,4,8.04,HR,8.04,HR
C-09299-46814,2-Nov-09,26-Oct-09,CERTIFIED,H-2B,MD,1-Dec-09,31-Mar-10,"BARTENFELDER SNOW & ICE REMOVAL , INC.",505 GRANARY ROAD,,FOREST HILL,MD,21050,"ROBERT L. WINGFIELD/AMIGO'S LABOR SOLUTIONS, INC.",DALLAS,TX,408.687-014,"LABORER, LANDSCAPE",20,20,9.37,HR,9.37,HR
C-09355-47827,28-Dec-09,18-Dec-09,PARTIAL CERTIFIED,H-2B,MD,1-Apr-10,15-Dec-10,HARTSOE PROPERTY SERVICES,P.O. BOX 593,,FOREST HILL,MD,21050,"AMIGOS LABOR SOLUTIONS, INC.",DALLAS,TX,408.687-014,"LABORER, LANDSCAPE",15,14,9.37,HR,9.38,HR
C-09357-47983,29-Dec-09,21-Dec-09,CERTIFIED,H-2B,MD,1-Apr-10,15-Dec-10,"BARTENFELDER LANDSCAPE SERVICES, INC.",2403 ROCKS ROAD,,FOREST HILL,MD,21050,ROBERT WINGFIELD,DALLAS,TX,408.687-014,"LABORER, LANDSCAPE",32,32,9.38,HR,9.38,HR
C-10008-48598,13-Jan-10,8-Jan-10,CERTIFIED,H-2B,MD,1-Apr-10,1-Dec-10,"LAKESIDE LAWN & LANDSCAPING, INC.",2210 ISSACS WAY,,FOREST HILL,MD,21050,FERNANDO ERNESTO SAENZ,GLEN ALLEN,VA,408.687-014,"LABORER, LANDSCAPE",4,4,9.37,HR,9.37,HR
C-10144-50158,21-Jun-10,24-May-10,DENIED,H-2B,MD,15-Apr-10,31-Dec-10,"DEER RIDGE, INC. DBA DRI",2436 BULLS SAWMILL ROAD,,FREELAND,MD,21053,,,,408.687-014,"LABORER, LANDSCAPE",2,0,,,,
C-09356-47897,28-Dec-09,18-Dec-09,PARTIAL CERTIFIED,H-2B,MD,1-Apr-10,1-Dec-10,"PINEHURST LANDSCAPE CO.,INC.",4809 LONG GREEN ROAD,,GLEN ARM,MD,21057,ELIZABETH D. WHITLEY,LOVINGSTON,VA,406.684-014,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",12,11,,,,
C-09357-48053,29-Dec-09,22-Dec-09,PARTIAL CERTIFIED,H-2B,MD,1-Apr-10,30-Nov-10,"CEDAR RIDGE LANDSCAPE, INC.",4701 LONG GREEN ROAD,,GLEN ARM,MD,21057,ELIZABETH D. WHITLEY,LOVINGSTON,VA,406.684-014,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",10,9,9.37,HR,9.37,HR
C-09357-48060,29-Dec-09,22-Dec-09,CERTIFIED,H-2B,MD,1-Apr-10,10-Dec-10,LEE'S LAWN SERVICE,4319 LONG GREEN ROAD,,GLEN ARM,MD,21057,ELIZABETH D. WHITLEY,LOVINGSTON,VA,406.684-014,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",10,10,9.37,HR,9.37,HR
C-09295-46770,29-Oct-09,22-Oct-09,CERTIFIED,H-2B,MD,1-Feb-10,1-Dec-10,"EVERGREEN GENE'S, INC.",401 S. CRAIN HWY,,GLEN BURNIE,MD,21061,BRANDI C. COWAN/ FEDERATION OF EMPLOYERS & WORKERS,BAY CITY,TX,408.687-014,"LABORER, LANDSCAPE",7,7,,,,
C-09355-47801,24-Dec-09,17-Dec-09,PARTIAL CERTIFIED,H-2B,VA,1-Apr-10,9-Dec-10,"KANE LANDSCAPES, INC","21505 GREENOAK WAY, SUITE 200","P.O. BOX 650369, POTOMAC FALLS, VA 20165",STERLING,VA,21066,ELIZABETH D. WHITLEY,LOVINGSTON,VA,408.687-014,"LABORER, LANDSCAPE",18,17,8.72,HR,8.72,HR
C-09363-48293,5-Jan-10,29-Dec-09,CERTIFIED,H-2B,MD,1-Apr-10,8-Dec-10,"OUTSIDE UNLIMITED, INC.",4195 ST. PAUL ROAD,,HAMPSTEAD,MD,21074,ELIZABETH D. WHITLEY,LOVINGSTON,VA,408.687-014,"LABORER, LANDSCAPE",60,60,9.37,HR,9.37,HR
C-09357-48014,29-Dec-09,21-Dec-09,PARTIAL CERTIFIED,H-2B,MD,1-Apr-10,15-Dec-10,"J.D. LAWN SERVICE, INC.",539 CRAIGS CORNER RD.,,HAVRE DE GRACE,MD,21078,ROBERT LEE WINGFIELD,DALLAS,TX,408.687-014,"LABORER, LANDSCAPE",12,9,9.37,HR,9.37,HR
C-09299-46809,13-Nov-09,26-Oct-09,CERTIFIED,H-2B,MD,1-Feb-10,30-Nov-10,"AKEHURST LANDSCAPE SERVICE, INC.",712 PHILADELPHIA ROAD,,JOPPA,MD,21085,DILIP PATEL,OLDSMAR,FL,408.687-014,"LABORER, LANDSCAPE",40,40,,,,
C-09313-47037,24-Nov-09,9-Nov-09,CERTIFIED,H-2B,MD,13-Feb-10,13-Dec-10,"ALPHA LANDSCAPE CONTRACTORS, INC.",2823 FLINTSTONE ROAD,,MILLERS,MD,21102,"ELIZABETH D. WHITLEY / MAS LABOR H2B, LLC",LOVINGSTON,VA,406.684-014,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",23,23,9.37,HR,9.37,HR
C-09301-46843,9-Nov-09,28-Oct-09,PARTIAL CERTIFIED,H-2B,MD,1-Feb-10,29-Nov-10,"LAND ART, INC.",7605 RIDGE RD.,,MARRIOTTSVILLE,MD,21104,BRANDI C. COWAN,BAY CITY,TX,408.687-014,"LABORER, LANDSCAPE",6,3,9.37,HR,9.37,HR
C-09323-47308,23-Nov-09,19-Nov-09,PARTIAL CERTIFIED,H-2B,MD,1-Feb-10,20-Nov-10,JAMS LAWN & GARDENING INC,1790 SEVERN CHAPEL ROAD,,MILLERSVILLE,MD,21108,BRENT ALAN REES,WESLEY CHAPEL,FL,408.687-014,"LABORER, LANDSCAPE",60,58,,,,
C-09334-47431,3-Dec-09,30-Nov-09,CERTIFIED,H-2B,MD,1-Mar-10,15-Dec-10,MANOR VIEW FARMS INC.,15601 MANOR RD,,MONKTON,MD,21111,FERNANDO ERNESTO SAENZ / WORKFORCE ADVANTAGE,GLEN ALLEN,VA,406.684-014,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",8,8,11.15,HR,11.15,HR
C-09357-48007,29-Dec-09,21-Dec-09,CERTIFIED,H-2B,MD,1-Apr-10,15-Dec-10,"KINGSDENE NURSERIES, INC.",16435 YORK ROAD,,MONKTON,MD,21111,ROBERT L. WINGFIELD,DALLAS,TX,408.687-014,"LABORER, LANDSCAPE",8,8,9.37,HR,9.37,HR
C-10125-50049,14-May-10,5-May-10,CERTIFIED,H-2B,MD,15-May-10,30-Nov-10,THOMAS H. VOSS STABLES,2933 POCUCK RD.,,MONKTON,MD,21111,RON KATIRAEI - LAW OFFICES OF RON KATIRAEI,JACKSON HEIGHTS,NY,410.674-010,ANIMAL CARETAKER,6,6,,,,
C-10049-49382,31-Mar-10,18-Feb-10,DENIED,H-2B,MD,15-Jun-10,1-Jun-11,"PIONEER CONTRACTING CO., INC.",8288 TELEGRAPH RD.,,ODENTON,MD,21113,ANNA GABRIELLE AITA,GLEN BURNIE,MD,844.364-010,CEMENT MASON,50,0,20.98,HR,20.98,HR
C-10216-50742,9-Aug-10,4-Aug-10,PARTIAL CERTIFIED,H-2B,MD,2-Nov-10,1-Apr-11,"WEISS WINTER SERVICES, LLC",2015 TEA ISLAND COURT,,ODENTON,MD,21113,ELIZABETH D. WHITLEY,LOVINGSTON,VA,408.687-014,"LABORER, LANDSCAPE",60,54,9.37,HR,9.37,HR
C-09357-48068,29-Dec-09,22-Dec-09,CERTIFIED,H-2B,MD,1-Apr-10,10-Dec-10,"BOB JACKSON LANDSCAPES, INC.",11436 CRONRIDGE DRIVE,,OWINGS MILLS,MD,21117,ELIZABETH D. WHITLEY,LOVINGSTON,VA,406.684-014,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",45,45,9.37,HR,9.37,HR
C-09356-47841,5-Jan-10,18-Dec-09,PARTIAL CERTIFIED,H-2B,MD,1-Apr-10,30-Sep-10,"AMERICAN POOL ENTERPRISES, INC.",11515 CRONRIDGE DRIVE,SUITE Q,OWINGS MILLS,MD,21117,"JONATHAN WILLIAM BIERER / BIERER & MARGOLIS, P.A.",BALTIMORE,MD,869.664-014,CONSTRUCTION WORKER I,30,25,11.07,HR,11.07,HR
C-10033-49158,22-Feb-10,2-Feb-10,PARTIAL CERTIFIED,H-2B,VA,1-Apr-10,30-Sep-10,"AMERICAN POOL ENTERPRISES, INC.",11515 CRONRIDGE DRIVE,SUITE Q,OWINGS MILLS,MD,21117,JONATHAN WILLIAM BIERER,BALTIMORE,MD,869.664-014,CONSTRUCTION WORKER I,20,15,10.79,HR,10.79,HR
C-10088-49773,15-Apr-10,29-Mar-10,PARTIAL CERTIFIED,H-2B,MD,25-Apr-10,30-Sep-10,"AMERICAN POOL ENTERPRISES, INC.",11515 CRONRIDGE DRIVE,SUITE Q,OWINGS MILLS,MD,21117,JONATHAN WILLIAM BIERER,BALTIMORE,MD,237.367-038,RECEPTIONIST,5,2,11.02,HR,11.02,HR
C-10089-49786,15-Apr-10,30-Mar-10,CERTIFIED,H-2B,VA,15-May-10,30-Sep-10,"AMERICAN POOL ENTERPRISES, INC.",11515 CRONRIDGE DRIVE,SUITE Q,OWINGS MILLS,MD,21117,JONATHAN WILLIAM BIERER,BALTIMORE,MD,379.667-014,LIFEGUARD,200,200,8.54,HR,8.54,HR
C-10111-49934,5-May-10,5-Apr-10,PARTIAL CERTIFIED,H-2B,MD,15-May-10,30-Sep-10,"AMERICAN POOL ENTERPRISES, INC.",11515 CRONRIDGE DRIVE,SUITE Q,OWINGS MILLS,MD,21117,JONATHAN WILLIAM BIERER,BALTIMORE,MD,379.667-014,LIFEGUARD,200,125,,,,
C-10015-48766,16-Feb-10,14-Jan-10,DENIED,H-2B,MD,22-Feb-10,15-Dec-10,BLOOMING HILL LANDSCAPE DESIGN,18700 FREDERICK ROAD,,PARKTON,MD,21120,,,,408.687-014,"LABORER, LANDSCAPE",5,0,,,,
C-10019-48803,22-Jan-10,15-Jan-10,CERTIFIED,H-2B,MD,1-Apr-10,13-Dec-10,"PORTER LANDSCAPING, INC.",9321 SNYDER LANE,,PERRY HALL,MD,21128,ELIZABETH D. WHITLEY,LOVINGSTON,VA,408.687-014,"LABORER, LANDSCAPE",22,22,,,,
C-09358-48105,29-Dec-09,22-Dec-09,PARTIAL CERTIFIED,H-2B,MD,1-Apr-10,13-Dec-10,"LEYLAND LANDSCAPING, INC.",14419 OLD HANOVER ROAD,,REISTERTOWN,MD,21136,"ELIZABETH D. WHITLEY / MAS LABOR H2B, LLC",LOVINGSTON,VA,408.687-014,"LABORER, LANDSCAPE",15,11,9.37,HR,9.37,HR
C-10021-48915,27-Jan-10,21-Jan-10,PARTIAL CERTIFIED,H-2B,MD,1-Apr-10,1-Dec-10,"LIVE GREEN LANDSCAPE ASSOCIATES, LLC",147 MAIN STREET,,REISTERSTOWN,MD,21136,ELIZABETH D. WHITLEY,LOVINGSTON,VA,406.684-014,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",25,19,9.37,HR,9.37,HR
C-09317-47180,9-Dec-09,13-Nov-09,PARTIAL CERTIFIED,H-2B,MD,1-Feb-10,20-Nov-10,"HALLATON, INC.",1206 SPARKS RD,,SPARKS,MD,21152,BRENT ALAN REES,WESLEY CHAPEL,FL,869.664-014,CONSTRUCTION WORKER I,40,35,11.07,HR,11.07,HR
C-09357-48067,29-Dec-09,22-Dec-09,CERTIFIED,H-2B,MD,1-Apr-10,13-Dec-10,"WILLIAM T. KING, INC.",619 EAST COLD BOTTOM ROAD,,SPARKS,MD,21152,"ELIZABETH D. WHITLEY / MAS LABOR H2B, LLC",LOVINGSTON,VA,408.687-014,"LABORER, LANDSCAPE",10,10,9.37,HR,9.37,HR
C-10130-50083,25-May-10,10-May-10,DENIED,H-2B,MD,1-Apr-10,1-Dec-10,ROBINSON ENTERPRISE,2012 FAR OUT LANE,,SPARKS,MD,21152,CRAIG MCDOUGAL MCDOUGAL,NORMAN,OK,410.674-010,ANIMAL CARETAKER,8,0,8.04,HR,8.04,HR
C-09307-46966,9-Nov-09,3-Nov-09,PARTIAL CERTIFIED,H-2B,MD,1-Feb-10,1-Dec-10,"TURF CONNECTION, INC",3538 PROSPECT RD.,,STREET,MD,21154,FERNANDO ERNESTO SAENZ / WORKFORCE ADVANTAGE,GLEN ALLEN,VA,406.684-014,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",9,8,9.37,HR,9.37,HR
C-09268-46541,22-Oct-09,25-Sep-09,DENIED,H-2B,MD,1-Oct-09,31-May-10,TIMOTHY SALZMAN RACING,1201 POOLE RD.,,WESTMINSTER,MD,21157,"WILLIAM VELIE, ATTORNEY AT LAW PLLC",NORMAN,OK,410.674-010,ANIMAL CARETAKER,2,0,8.04,HR,8.04,HR
C-10146-50186,28-May-10,26-May-10,CERTIFIED,H-2B,MD,1-Apr-10,1-Dec-10,M.C. EPPLER RACING STABLES INC.,2089 REESE RD,,WESTMINSTER,MD,21157,"CRAIG MCDOUGAL / WILLIAM VELIE ATTORNEY AT LAW, PL",NORMAN,OK,410.674-010,ANIMAL CARETAKER,1,1,8.04,HR,8.04,HR
C-10161-50254,6-Jul-10,10-Jun-10,DENIED,H-2B,MD,1-Apr-10,1-Dec-10,TIMOTHY SALZMAN RACING,1201 POOLE RD.,,WESTMINSTER,MD,21157,"CRAIG MCDOUGAL / WILLIAM VELIE ATTORNEY AT LAW, PL",NORMAN,OK,410.674-010,ANIMAL CARETAKER,3,0,,,,
C-10179-50386,22-Jul-10,28-Jun-10,DENIED,H-2B,MD,1-May-10,31-Mar-11,"ORIGINAL GARGOYLES, INC. DBA GARGOYLES, INC.",229 EAST MAIN STREET,SUITE A,WESTMINSTER,MD,21157,SHARON ALEXANDER,KENNETT SQUARE,PA,007.061-014,MECHANICAL ENGINEER,2,0,,,,
C-09358-48143,30-Dec-09,23-Dec-09,CERTIFIED,H-2B,MD,1-Apr-10,30-Nov-10,"OAK HILL LAWN CARE AND LANDSCAPING, INC.",1839 SUSQUEHANNA HALL ROAD,,WHITEFORD,MD,21160,ELIZABETH D. WHITLEY,LOVINGSTON,VA,408.687-014,"LABORER, LANDSCAPE",5,5,9.37,HR,9.37,HR
C-10006-48518,12-Jan-10,6-Jan-10,PARTIAL CERTIFIED,H-2B,MD,1-Apr-10,1-Dec-10,"A.R. STAR SERVICES, INC.",19832 OLD YORK ROAD,"(P.O. BOX 118; COCKEYSVILL, MD 21030",WHITE HALL,MD,21161,"ELIZABETH D. WHITLEY / MAS LABOR H2B, LLC",LOVINGSTON,VA,408.687-014,"LABORER, LANDSCAPE",22,18,,,,
C-09357-47951,28-Dec-09,21-Dec-09,CERTIFIED,H-2B,MD,1-Apr-10,15-Dec-10,A CHANGE OF SCENERY,1811 WILSON RD.,,WHITE HALL,MD,21167,ROBERT L. WINGFIELD,DALLAS,TX,408.687-014,"LABORER, LANDSCAPE",10,10,,,,
C-10167-50286,12-Jul-10,16-Jun-10,CERTIFIED,H-2B,MD,1-Jun-10,31-May-11,COLUMBIA SUSSEX CORP DBA/ SHERATON BALTIMORE CITY,101 W. FAYETTE STREET,,BALTIMORE,MD,21201,METI ABEBE LAW OFFICE OF ABEBE & ASSOC.,SILVER SPRING,MD,188.137-010,SUPERVISOR,1,1,,,,
C-10050-49398,24-Feb-10,19-Feb-10,CERTIFIED,H-2B,MD,1-Apr-10,15-Dec-10,MARRIOTT INTERNATIONAL D/B/A BALTIMORE MARRIOTT WA,700 ALICEANNA STREET,,BALTIMORE,MD,21202,VERONICA T. STRICKLAND-BIRKENSTOCK,DALLAS,TX,311.137-014,"WAITER/WAITRESS, BANQUET, HEAD",35,35,15,HR,15,HR
