CASE_NO,DECISION_DATE,NPC_SUBMITTED_DATE,CASE_STATUS,ALIEN_WORK_STATE,CERTIFICATION_BEGIN_DATE,CERTIFICATION_END_DATE,EMPLOYER_NAME,EMPLOYER_ADDRESS1,EMPLOYER_ADDRESS2,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_ADDRESS,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_STATE,JOB_TITLE,NBR_WORKERS_CERTIFIED,PREVAILING_WAGE,PW_UNIT_OF_PAY,BASIC_RATE_OF_PAY,BASIC_UNIT_OF_PAY
C-08311-40973,12/11/08,11/6/08,CERTIFIED,OK,2/2/09,10/31/09,TRUGREEN LANDCARE,2416 SOUTH NEBRASKA,,OKLAHOMA CITY,OK,73129,ELIZABETH WHITLEY,"MAS LABOR H2B, LLC",LOVINGSTON,VA,"SUPERVISOR, SPRAY, LAWN AND TREE SERVICE",3,9.36,HR,9.36,HR
C-08311-40974,1/23/09,11/6/08,DENIED,FL,2/1/09,12/1/09,HOSPITALITY & CATERING MANAGEMENT SERVICES INC.,"980 N. MICHIGAN AVENUE, SUITE 1080",,CHICAGO,IL,60611,,,,,FAST FOODS WORKER,0,7.06,HR,7.06,HR
C-08311-40975,12/17/08,11/6/08,CERTIFIED,CO,2/1/09,11/30/09,CENTER GREENHOUSE INC,1550 EAST 73RD AVENUE,,DENVER,CO,80229,FEDERATION OF EMPLOYERS AND WORKERS OF AMERICA,2901 BUCKS BAYOU ROAD,BAY CITY,TX,"LABORER, STORES",15,8.12,HR,8.12,HR
C-08311-40976,11/6/08,11/6/08,CERTIFIED,UT,1/2/09,10/31/09,WHITAKER ROOFING SERVICES INC.,14745 S. HERITAGECREST WAY,,BLUFFDALE,UT,84065,JAMES ALCALA,"ALCALA LAW FIRM, PC.",SALT LAKE CITY,UT,CONSTRUCTION WORKER II,5,9.72,HR,10,HR
C-08311-40977,12/17/08,11/6/08,CERTIFIED,TX,2/2/09,12/1/09,"TEJAS CLEARING LAND CO., INC.","2800 POST OAK BLVD., STE. 5850",,HOUSTON,TX,77056,"ROBERT D. KERSHAW,","THE LAW OFFICE OF ROBERT KERSHAW, P.C.",AUSTIN,TX,TREE TRIMMER,60,8.52,HR,8.52,HR
C-08311-40978,11/6/08,11/6/08,CERTIFIED,UT,1/2/09,10/31/09,"WESTSIDE PROPERTY MANAGEMENT, LLC",1161 SOUTH NAVAJO STREET,,SALT LAKE CITY,UT,84104,JAMES ALCALA,"ALCALA LAW FIRM, PC.",SALT LAKE CITY,UT,CONSTRUCTION WORKER I,50,8.52,HR,8.52,HR
C-08311-40979,1/9/09,11/6/08,DENIED,AL,2/1/09,11/30/09,"HUTCO, INC.",100 COMMISSION BLVD,,LAFAYETTE,LA,70508,"AMIGOS LABOR SOLUTIONS, INC.","3141 HOOD ST., SUITE 440",DALLAS,TX,WELDER HELPER,0,7.75,HR,7.76,HR
C-08311-40980,1/9/09,11/6/08,CERTIFIED,PA,2/16/09,12/16/09,"SERBIAN LANDSCAPE SERVICES, INC. D/B/A SANDONE LAN",216 CREEK BEND DRIVE,,DOWNINGTOWN,PA,19335,"DANIEL G. ANNA, ESQ.",ANNA & ANNA P.C.,MEDIA,PA,"LABORER, LANDSCAPE",7,9.4,HR,9.4,HR
C-08311-40981,11/13/08,11/6/08,CERTIFIED,UT,1/2/09,10/31/09,WATTERSON FOOTINGS & FOUNDATIONS,15104 SOUTH 2475 WEST,,BLUFFDALE,UT,84065,JAMES ALCALA,"ALCALA LAW FIRM, PC.",SALT LAKE CITY,UT,CONSTRUCTION WORKER I,12,8.52,HR,8.52,HR
C-08311-40982,1/9/09,11/6/08,CERTIFIED,PA,2/16/09,12/16/09,J&A LANDSCAPING,86 MCCORMICK WAY,,LINCOLN UNIVERSITY,PA,19352,ANNA & ANNA P.C.,"DANIEL G. ANNA, ESQ.",MEDIA,PA,"LABORER, LANDSCAPE",6,9.4,HR,9.4,HR
C-08311-40983,12/17/08,11/6/08,PARTIAL CERTIFIED,TX,2/2/09,12/1/09,"THE WILTSHIRE BROTHERS, INC. DBA PERFECT LAWNS & L",2521 CUERNAVACA,,AUSTIN,TX,78733,"ROBERT D. KERSHAW, THE LAW OFFICE OF ROBERT KERSHA",3355 BEE CAVES RD. STE. 307,AUSTIN,TX,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",30,7.34,HR,7.38,HR
C-08311-40984,12/17/08,11/6/08,CERTIFIED,TX,2/2/09,12/1/09,"ADAME CUSTOM CONTRACTORS, INC.",9514 MCNEIL RD. # 203,,AUSTIN,TX,78758,ROBERT D. KERSHAW,"THE LAW OFFICE OF ROBERT KERSHAW, P.C.",AUSTIN,TX,BRICKLAYER,55,8.32,HR,8.32,HR
C-08311-40985,11/6/08,11/6/08,CERTIFIED,UT,1/2/09,10/31/09,T.K.O. CONCRETE,7150 SOUTH 400 WEST,,MIDVALE,UT,84047,JAMES ALCALA,"ALCALA LAW FIRM, PC.",SALT LAKE CITY,UT,CONSTRUCTION WORKER I,30,8.52,HR,8.75,HR
C-08311-40986,1/9/09,11/6/08,DENIED,AL,2/1/09,11/30/09,"HUTCO, INC",100 COMMISSION BLVD.,,LAFAYETTE,LA,70508,"AMIGOS LABOR SOLUTIONS, INC.","3141 HOOD ST., SUITE 440",DALLAS,TX,WELDER FITTER,0,12.5,HR,12.5,HR
C-08311-40987,11/6/08,11/6/08,CERTIFIED,UT,1/1/09,10/31/09,"PARK CITY MILL & DOOR, INC.",6410 NORTH BUSINESS PARK LOOP,,PARK CITY,UT,84098,JAMES ALCALA,"ALCALA LAW FIRM, PC.",SALT LAKE CITY,UT,MATERIAL HANDLER,6,8.11,HR,8.11,HR
C-08311-40988,12/17/08,11/6/08,CERTIFIED,TX,2/2/09,12/1/09,"THE WILTSHIRE BROTHERS, INC. DBA PERFECT LAWNS & L",2521 CUERNAVACA,,AUSTIN,TX,78733,"ROBERT D. KERSHAW, THE LAW OFFICE OF ROBERT KERSHA",3355 BEE CAVES RD. STE. 307,AUSTIN,TX,"SUPERVISOR, LANDSCAPE",15,12.1,HR,12.2,HR
C-08311-40989,1/5/09,11/6/08,CERTIFIED,FL,2/15/09,11/15/09,"ARISTOCUTS LAWN & GARDEN SERVICES, INC.",1626 WATERWITCH DRIVE,,ORLANDO,FL,32806,"AEROTECH GLOBAL SUPPORT SERVICES, LLC",9908 LOBLOLLY PINE CIRCLE,ORLANDO,FL,"LABORER, LANDSCAPE",20,8.79,HR,8.79,HR
C-08311-40990,12/17/08,11/6/08,CERTIFIED,TX,2/2/09,12/1/09,"GREEN TEAMS, INC.",731 INDUSTRIAL BLVD.,,BRYAN,TX,77803,"ROBERT D. KERSHAW,","THE LAW OFFICE OF ROBERT KERSHAW, P.C.",AUSTIN,TX,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",60,7.05,HR,7.05,HR
C-08311-40991,12/17/08,11/6/08,CERTIFIED,TX,2/2/09,12/1/09,"BALCONES LANDSCAPING, LLC",8713 CREST RIDGE CIRCLE,,AUSTIN,TX,78750,"ROBERT D. KERSHAW, THE LAW OFFICE OF ROBERT KERSHA",3355 BEE CAVES RD. STE. 307,AUSTIN,TX,"LABORER, LANDSCAPE",6,7.34,HR,7.34,HR
C-08311-40992,11/6/08,11/6/08,CERTIFIED,UT,1/2/09,10/31/09,"RAY'S GARDENING, L.C.",13438 SO. LOVERS LANE,,RIVERTON,UT,84065,JAMES ALCALA,"ALCALA LAW FIRM, PC",SALT LAKE CITY,UT,"LABORER, LANDSCAPE",30,8.09,HR,8.09,HR
C-08311-40993,11/6/08,11/6/08,CERTIFIED,UT,1/2/09,10/31/09,"AKI INDUSTRIES, INC.",14764 HERITAGECREST WAY,,BLUFFDALE,UT,84065,JAMES ALCALA,"ALCALA LAW FIRM, PC.",SALT LAKE CITY,UT,CONSTRUCTION WORKER I,60,8.52,HR,8.52,HR
C-08311-40994,12/17/08,11/6/08,CERTIFIED,TX,2/2/09,12/1/09,"GREEN TEAMS, INC",731 INDUSTRIAL BLVD.,,BRYAN,TX,77803,ROBERT D. KERSHAW,"THE LAW OFFICE OF ROBERT KERSHAW, P.C.",AUSTIN,TX,"SUPERVISOR, LANDSCAPE",10,10.22,HR,10.22,HR
C-08311-40995,12/17/08,11/6/08,CERTIFIED,TX,2/2/09,12/1/09,"NATIVE LAND DESIGN, LLC.","301 BRUSHY CREEK ROAD, SUITE #108",,CEDAR PARK,TX,78613,"ROBERT D. KERSHAW, THE LAW OFFICE OF ROBERT KERSHA",3355 BEE CAVES RD. STE. 307,AUSTIN,TX,"LABORER, LANDSCAPE",65,7.34,HR,7.5,HR
C-08311-40996,12/17/08,11/6/08,PARTIAL CERTIFIED,TX,2/2/09,12/1/09,"DRT ENTERPRISE, INC. DBA HILL COUNTRY NURSERY & LA",11395 SHAENFIELD,,SAN ANTONIO,TX,78254,ROBERT D. KERSHAW,"THE LAW OFFICE OF ROBERT KERSHAW, P.C.",AUSTIN,TX,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",25,7.45,HR,7.45,HR
C-08311-40997,11/6/08,11/6/08,CERTIFIED,UT,1/2/09,10/31/09,ROCKY MOUNTAIN CARE-WV,4150 WEST 3375 SOUTH,,WEST VALLEY CITY,UT,84120,JAMES ALCALA,"ALCALA LAW FIRM, PC.",SALT LAKE CITY,UT,HOUSEKEEPER,4,6.9,HR,6.9,HR
C-08311-40998,12/17/08,11/6/08,PARTIAL CERTIFIED,TX,2/2/09,12/1/09,"THE GRASS PATCH, INC",15841 RONALD W. REAGAN BLVD,,LEANDER,TX,78641,ROBERT D. KERSHAW,"THE LAW OFFICE OF ROBERT KERSHAW, P.C.",AUSTIN,TX,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",80,7.34,HR,7.34,HR
C-08311-40999,12/17/08,11/6/08,PARTIAL CERTIFIED,TX,2/2/09,12/1/09,"GREENER PASTURES LANDSCAPE, INC.",2525 MANANA  DR.,,DALLAS,TX,75220,"ROBERT D. KERSHAW, THE LAW OFFICE OF ROBERT KERSHA",3355 BEE CAVES RD. STE. 307,AUSTIN,TX,"LABORER, LANDSCAPE",120,7.67,HR,7.67,HR
C-08311-41000,12/17/08,11/6/08,CERTIFIED,TX,2/2/09,12/1/09,"LLH PARTNERS, LP DBA GREENER IMAGES",4409 AMBERLEY,,COLLEGE STATION,TX,77845,"ROBERT D. KERSHAW, THE LAW OFFICE OF ROBERT KERSHA",3355 BEE CAVES RD. STE. 307,AUSTIN,TX,"LABORER, LANDSCAPE",7,7.05,HR,7.05,HR
C-08311-41001,12/17/08,11/6/08,CERTIFIED,TX,2/2/09,12/1/09,"BUILDERS & LANDSCAPING SERVICES, INC.",2620 FM 1460,,GEORGETOWN,TX,78626,"ROBERT D. KERSHAW, THE LAW OFFICE OF ROBERT KERSHA",3355 BEE CAVES RD. STE. 307,AUSTIN,TX,"LABORER, LANDSCAPE",15,7.34,HR,7.34,HR
C-08311-41002,12/17/08,11/6/08,PARTIAL CERTIFIED,TX,2/2/09,12/1/09,LUIS M. MORENO D/B/A LUMOR FABRICATED METAL,827 STRAIGHT LANE,,UNIVERSAL CITY,TX,78148,"ROBERT D. KERSHAW, THE LAW OFFICE OF ROBERT KERSHA",3355 BEE CAVES RD. STE. 307,AUSTIN,TX,ROOFER,60,8.61,HR,8.61,HR
C-08311-41003,12/17/08,11/6/08,CERTIFIED,TX,2/2/09,12/1/09,"SULLIVAN'S IRRIGATION, INC.",18414 HEATHERWILDE BLVD.,,PFLUGERVILLE,TX,78660,ROBERT D. KERSHAW,"THE LAW OFFICE OF ROBERT KERSHAW, P.C.",AUSTIN,TX,"LABORER, LANDSCAPE",28,7.34,HR,7.67,HR
C-08311-41004,12/17/08,11/6/08,CERTIFIED,TX,2/2/09,12/1/09,"LATIN AMERICAN DECORATING, INC.",213 LEISURE DR.,,SAN ANTONIO,TX,78201,ROBERT D. KERSHAW,"THE LAW OFFICE OF ROBERT KERSHAW, P.C.",AUSTIN,TX,PAINTER,9,8.11,HR,8.11,HR
C-08311-41005,12/19/08,11/6/08,PARTIAL CERTIFIED,CO,2/5/09,11/30/09,ARAPAHOE HORTICULTURE LLC DBA ARAPAHOE LANDSCAPES,9010 S. SANTA FE,,LITTLETON,CO,80125,FEDERATION OF EMPLOYERS AND WORKERS OF AMERICA,2901 BUCKS BAYOU ROAD,BAY CITY,TX,"LABORER, LANDSCAPE",20,8.92,HR,8.92,HR
C-08311-41006,12/17/08,11/6/08,PARTIAL CERTIFIED,TX,2/2/09,12/1/09,"C & H DIE CASTING, INC.",222 LELY DR.,,TEMPLE,TX,76501,"ROBERT D. KERSHAW, THE LAW OFFICE OF ROBERT KERSHA",3355 BEE CAVES RD. STE. 307,AUSTIN,TX,PRODUCTION HELPER,40,6.82,HR,6.82,HR
C-08311-41007,12/19/08,11/6/08,CERTIFIED,CO,2/4/09,11/30/09,ARAPAHOE ACRES NURSERY & LANDSCAPING INC,9010 S. SANTA FE,,LITTLETON,CO,80125,FEDERATION OF EMPLOYERS AND WORKERS OF AMERICA,2901 BUCKS BAYOU ROAD,BAY CITY,TX,HORTICULTURAL WORKER II,20,7.77,HR,8.92,HR
C-08311-41008,12/17/08,11/6/08,PARTIAL CERTIFIED,TX,2/2/09,12/1/09,"PAMPERED LAWNS AUSTIN, INC",13805 DRAGLINE DR.,,AUSTIN,TX,78728,"ROBERT D. KERSHAW, THE LAW OFFICE OF ROBERT KERSHA",3355 BEE CAVES RD. STE. 307,AUSTIN,TX,"LABORER, LANDSCAPE",30,7.34,HR,7.34,HR
C-08311-41009,12/17/08,11/6/08,CERTIFIED,TX,2/2/09,12/1/09,JOSE PALACIOS DBA TEXAS WIDE FENCING,4617 CR 202,,BURNET,TX,78611,"ROBERT D. KERSHAW,","THE LAW OFFICE OF ROBERT KERSHAW, P.C.",AUSTIN,TX,FENCE ERECTOR,9,7.55,HR,7.55,HR
C-08311-41010,12/17/08,11/6/08,CERTIFIED,TX,2/2/09,12/1/09,ERASMO CHAVEZ DBA D & L LANDSCAPING,200 NORTHERN TRAIL,,LEANDER,TX,78641,"ROBERT D. KERSHAW, THE LAW OFFICE OF ROBERT KERSHA",3355 BEE CAVES RD. STE. 307,AUSTIN,TX,"LABORER, LANDSCAPE",18,7.34,HR,7.34,HR
C-08311-41011,12/17/08,11/6/08,CERTIFIED,TX,2/2/09,12/1/09,"THE GRASS PATCH, INC.",15841 RONALD W. REAGAN BLVD.,,LEANDER,TX,78641,ROBERT D. KERSHAW,"THE LAW OFFICE OF ROBERT KERSHAW, P.C.",AUSTIN,TX,LINE SUPERVISOR,10,12.1,HR,12.1,HR
C-08311-41012,1/9/09,11/6/08,DENIED,TX,2/1/09,11/30/09,"HUTCO, INC",8306 BROADWAY STREET,,HOUSTON,TX,77061,"AMIGOS LABOR SOLUTIONS, INC","3141 HOOD STREET, SUITE 440",DALLAS,TX,WELDER FITTER,0,12.02,HR,12.02,HR
C-08311-41013,12/17/08,11/6/08,PARTIAL CERTIFIED,TX,2/2/09,12/1/09,"HORTON HORTICULTURE, INC.",538 EVEREST,,SAN ANTONIO,TX,78209,"ROBERT D. KERSHAW,","THE LAW OFFICE OF ROBERT KERSHAW, P.C.",AUSTIN,TX,"LABORER, LANDSCAPE",35,7.45,HR,7.45,HR
C-08311-41014,11/6/08,11/6/08,CERTIFIED,UT,1/2/09,10/31/09,"ACADIAN BUILDERS, INC.",740 N. 400 E.,,LEHI,UT,84043,JAMES ALCALA,"ALCALA LAW FIRM, PC.",SALT LAKE CITY,UT,CONSTRUCTION WORKER I,8,9.58,HR,9.75,HR
C-08311-41015,12/11/08,11/6/08,PARTIAL CERTIFIED,TX,2/2/09,12/1/09,"SOUTH TEXAS ERECTORS, INC","8531 LESLIE ROAD, SUITE 105",,SAN ANTONIO,TX,78254,MEHRON P. AZARMEHE/RACHEL I. BUS,2720 BEE CAVES ROAD,AUSTIN,TX,CONSTRUCTION WORKER I,70,7.99,HR,9,HR
C-08311-41016,11/6/08,11/6/08,CERTIFIED,UT,1/2/09,10/31/09,"SIERRASCAPE LANDSCAPING, INC.",3571 WAGON WHEEL WAY,,PARK CITY,UT,84098,JAMES ALCALA,"ALCALA LAW FIRM, PC.",SALT LAKE CITY,UT,"LABORER, LANDSCAPE",16,8.09,HR,8.2,HR
C-08311-41017,12/17/08,11/6/08,CERTIFIED,TX,2/2/09,12/1/09,"GREATER TEXAS LANDSCAPES, INC.",1141 PENION DR.,,AUSTIN,TX,78748,"ROBERT D. KERSHAW,","THE LAW OFFICE OF ROBERT KERSHAW, P.C.",AUSTIN,TX,"LABORER, LANDSCAPE",99,7.34,HR,7.34,HR
C-08311-41018,2/4/09,11/6/08,DENIED,UT,1/2/09,10/31/09,RR ROOFING,1263 W. 75 N.,,CENTERVILLE,UT,84014,JAMES ALCALA,"ALCALA LAW FIRM, PC.",SALT LAKE CITY,UT,CONSTRUCTION WORKER II,0,8.36,HR,8.36,HR
C-08311-41019,12/30/08,11/6/08,CERTIFIED,TX,2/2/09,11/30/09,SCOTT TYSON BUILDERS LANDSCAPE DBA BUILDER'S LANDS,7215 FM 723,PO BOX 640,RICHMOND,TX,77406,FEDERATION OF EMPLOYERS AND WORKERS OF AMERICA,2901 BUCKS BAYOU ROAD,BAY CITY,TX,"LABORER, LANDSCAPE",40,6.77,HR,6.77,HR
C-08311-41020,2/4/09,11/6/08,DENIED,UT,1/2/09,10/31/09,"GREG H. GUST CONCRETE, INC.",850 EAST 6755 SOUTH,,MIDVALE,UT,84047,JAMES ALCALA,"ALCALA LAW FIRM, PC.",SALT LAKE CITY,UT,CONSTRUCTION WORKER I,0,8.52,HR,8.52,HR
C-08311-41021,11/6/08,11/6/08,CERTIFIED,UT,1/2/09,10/31/09,"ACE FAB & WELDING MANAGEMENT, LLC",2468 SOUTH 1620 WEST,,OGDEN,UT,84401,JAMES ALCALA,"ALCALA LAW FIRM, PC.",SALT LAKE CITY,UT,CONSTRUCTION WORKER I,10,7.47,HR,7.47,HR
C-08311-41022,12/17/08,11/6/08,PARTIAL CERTIFIED,TX,2/2/09,12/1/09,"SUNTERRA LANDSCAPE SERVICES, L.P.",2007 RUTLAND DR.,,AUSTIN,TX,78758,ROBERT D. KERSHAW,"THE LAW OFFICE OF ROBERT KERSHAW, P.C.",AUSTIN,TX,"LABORER, LANDSCAPE",30,7.45,HR,7.45,HR
C-08311-41023,1/9/09,11/6/08,DENIED,DE,12/1/08,3/31/09,"CECCOLA CONSTRUCTION CO., LLC",17 PENARTH DRIVE,,WILMINGTON,DE,19803,"INTERNATIONAL PERSONNEL RESOURCES, INC.",PO BOX 1507,WEST CHESTER,PA,CONSTRUCTION WORKER I,0,13.1,HR,13.1,HR
C-08311-41024,1/9/09,11/6/08,DENIED,TX,2/1/09,11/30/09,"HUTCO, INC.",3860 GULFWAY DRIVE,SUITE C,PORT ARTHUR,TX,77642,"AMIGOS LABOR SOLUTIONS, INC.","3141 HOOD ST., SUITE 440",DALLAS,TX,WELDER FITTER,0,12.02,HR,13.36,HR
C-08311-41025,12/17/08,11/6/08,PARTIAL CERTIFIED,TX,2/2/09,12/1/09,PATRICIA DAVIS AND JESSE DAVIS DBA DAVIS LANDSCAPI,20131 CHINA SPRING RD.,,VALLEY MILLS,TX,76689,ROBERT D. KERSHAW,"THE LAW OFFICE OF ROBERT KERSHAW, P.C.",AUSTIN,TX,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",25,7.84,HR,8,HR
C-08311-41026,11/17/08,11/6/08,CERTIFIED,UT,1/2/09,10/31/09,ARCHITECTURAL CONCRETE & DESIGN,932 KASEYS CIR,,DRAPER,UT,84020,JAMES ALCALA,"ALCALA LAW FIRM, PC.",SALT LAKE CITY,UT,CONSTRUCTION WORKER I,8,8.52,HR,8.75,HR
C-08311-41027,11/10/08,11/6/08,CERTIFIED,UT,1/2/09,10/31/09,"TIMBERHAWK BUILDING SYSTEMS, LLC",1375 S. BLACKHAWK BLVD,,MT. PLEASANT,UT,84647,JAMES ALCALA,"ALCALA LAW FIRM, PC.",SALT LAKE CITY,UT,CONSTRUCTION WORKER I,10,8.88,HR,9.36,HR
C-08311-41028,12/17/08,11/6/08,CERTIFIED,TX,2/2/09,12/1/09,"HESS DEVELOPMENT CORP. DBA HESS LAWNS, INC.",12900 SCOFIELD FARMS,,AUSTIN,TX,78727,ROBERT D. KERSHAW,"THE LAW OFFICE OF ROBERT KERSHAW, P.C.",AUSTIN,TX,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",15,7.34,HR,7.34,HR
C-08311-41029,12/11/08,11/6/08,PARTIAL CERTIFIED,OR,2/1/09,11/30/09,"PACIFIC LANDSCAPE MANAGEMENT, INC.",21555 NW AMBERWOOD DRIVE,,HILLSBORO,OR,97124,"MAS LABOR H2B , LLC",ELIZABETH  WHITLEY,LOVINGSTON,VA,"LABORER, LANDSCAPE",40,8.81,HR,9,HR
C-08311-41030,2/12/09,11/6/08,DENIED,UT,1/2/09,10/31/09,"ACKLEY MASONRY, INC",1095 WEST 100 SOUTH #1,,PROVO,UT,84601,JAMES ALCALA,"ALCALA LAW FIRM, PC.",SALT LAKE CITY,UT,CONSTRUCTION WORKER I,0,9.58,HR,9.58,HR
C-08311-41031,12/11/08,11/6/08,CERTIFIED,TX,12/1/08,9/1/09,"CUATRO TRUCKING & SERVICES, LLC",1204 HAVER LAFITTE,,AUSTIN,TX,78746,"FRANCISCO M. MALDONADO, ESQ","8546 BROADWAY, SUITE 109",SAN ANTONIO,TX,CONSTRUCTION WORKER I,70,8.07,HR,8.66,HR
C-08311-41032,12/17/08,11/6/08,PARTIAL CERTIFIED,TX,2/2/09,12/1/09,LILLIE M. FELLOWS DBA CAPITAL LANDSCAPING,16025 AGUA VISTA,,AUSTIN,TX,78734,ROBERT D. KERSHAW,"THE LAW OFFICE OF ROBERT KERSHAW, P.C.",AUSTIN,TX,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",8,7.34,HR,7.34,HR
C-08311-41033,1/9/09,11/6/08,DENIED,TX,2/1/09,11/30/09,"HUTCO, INC.",100 COMMISSON BLVD,,LAFAYETTE,LA,70508,"AMIGOS LABOR SOLUTIONS, INC.","3141 HOOD ST., SUITE 440",DALLAS,TX,WELDER FITTER,0,13.23,HR,13.24,HR
C-08311-41034,11/10/08,11/6/08,CERTIFIED,UT,1/2/09,10/31/09,"INTERMOUNTAIN CEDAR, INC.",314 N. 600 E.,,HEBER,UT,84032,JAMES ALCALA,"ALCALA LAW FIRM, PC.",SALT LAKE CITY,UT,CONSTRUCTION WORKER I,10,6.35,HR,6.55,HR
C-08311-41035,2/11/09,11/6/08,DENIED,UT,1/20/09,11/20/09,"PROSECUTIVE ENTERPRISES, INC",1042 EAST FORT UNION BLVD,#412,MIDVALE,UT,84047,JAMES ALCALA,"ALCALA LAW FIRM, PC.",SALT LAKE CITY,UT,"LABORER, LANDSCAPE",0,8.09,HR,8.09,HR
C-08311-41036,12/17/08,11/6/08,PARTIAL CERTIFIED,TX,2/2/09,12/1/09,"DOUBLE  D  STATUARY, INC.",6321 HWY. 77,,ODEM,TX,78370,ROBERT D. KERSHAW,"THE LAW OFFICE OF ROBERT KERSHAW, P.C.",AUSTIN,TX,MATERIAL HANDLER,8,7.49,HR,7.49,HR
C-08311-41037,1/6/09,11/6/08,PARTIAL CERTIFIED,MO,2/14/09,12/14/09,"TOPCARE LAWN SERVICES, INC.",343 AXMINISTER,,FENTON,MO,63026,TONG (TONY) GAO,THE LAW OFFICE OF TONY T. GAO,ST. LOUIS,MO,"LABORER, LANDSCAPE",260,8.65,HR,8.65,HR
C-08311-41038,2/10/09,11/6/08,DENIED,UT,1/2/09,10/31/09,WASATCH AREA GROUNDS SPECIALISTS,12936 S. CAYMAN CIR,,RIVERTON,UT,84065,JAMES ALCALA,"ALCALA LAW FIRM, PC.",SALT LAKE CITY,UT,"LABORER, LANDSCAPE",0,8.09,HR,8.09,HR
C-08311-41039,11/7/08,11/6/08,CERTIFIED,NY,10/8/08,8/8/09,THE NEW YORK GENERAL CONTRACTING INC.,"34-10 75TH ST., 1B",,JACKSON HEIGHTS,NY,11372,"MARIAN V. DAVID, ESQ.","230 PARK AVENUE, 10TH FLOOR",NEW YORK,NY,"PRODUCTION MANAGER, REPRODUCTION",1,22.06,HR,22.06,HR
C-08311-41040,2/12/09,11/6/08,DENIED,UT,1/2/09,10/31/09,GREEN CONSTRUCTION,903 WEST CENTER ST. BLDG D,,NORTH SALT LAKE,UT,84054,JAMES ALCALA,"ALCALA LAW FIRM, PC.",SALT LAKE CITY,UT,CONSTRUCTION WORKER I,0,7.47,HR,7.47,HR
C-08311-41041,1/7/09,11/6/08,CERTIFIED,PA,2/13/09,12/13/09,HOLLAND EXECUTIVE LAWN CARE,119 LEMPA ROAD,,HOLLAND,PA,18966,"MASLABOR H2B, LLC ELIZABETH WHITLEY",650 FRONT ST.,LOVINGSTON,VA,"LABORER, LANDSCAPE",15,9.4,HR,9.4,HR
C-08311-41042,1/7/09,11/6/08,CERTIFIED,PA,2/13/09,11/30/09,"SILVIS GROUP, INC.",250 SHULTZ ROAD,,MT. PLEASANT,PA,15666,"MAS LABOR H2B, LLC  ELIZABETH WHITLEY",650 FRONT ST.,LOVINGSTON,VA,"LABORER, LANDSCAPE",28,8.21,HR,8.21,HR
C-08311-41043,12/11/08,11/6/08,PARTIAL CERTIFIED,WV,2/2/09,11/30/09,BIAFORE LANDSCAPE DEVELOPMENT,522 ASHEBROOKE SQUARE,,MORGANTON,WV,26508,"MAS LABOR H2B , LLC, ELIZABETH  WHITLEY",650 FRONT ST. / P.O. BOX 507,LOVINGSTON,VA,"LABORER, LANDSCAPE",21,7.25,HR,7.25,HR
C-08311-41044,11/19/08,11/6/08,CERTIFIED,UT,1/2/09,10/31/09,COOK CONCRETE LLC,51 WEST 200 NORTH,,GARDEN CITY,UT,84028,JAMES ALCALA,"ALCALA LAW FIRM, PC.",SALT LAKE CITY,UT,CONSTRUCTION WORKER I,20,8.22,HR,8.22,HR
C-08311-41045,3/2/09,11/6/08,DENIED,VA,2/13/09,12/13/09,"SOUTH BREEZE LAWN AND GARDEN, LLC",19541 SMITH CIRCLE,,ASHBURN,VA,20147,"MAS LABOR H2B, LLC  ELIZABETH WHITLEY",650 FRONT ST.,LOVINGSTON,VA,"LABORER, LANDSCAPE",0,8.49,HR,8.75,HR
C-08311-41046,12/11/08,11/6/08,CERTIFIED,NY,2/2/09,11/30/09,FAUSTINO JUAREZ DIGGING AND TRANSPLANTING,63 RIVERSIDE AVE.,,FLANDERS,NY,11901,GLENDA CABRERA LABOR CONSULTANTS INTERNATIONAL,1810 E. SCHNEIDMILLER AVE. #350,POST FALLS,ID,FOREST WORKER,15,10.51,HR,10.51,HR
C-08311-41047,12/11/08,11/6/08,PARTIAL CERTIFIED,WV,2/1/09,11/30/09,"NORTHERN MOUNTAIN STATE METALS, INC.",1823 MORGANTOWN AVENUE,,FAIRMONT,WV,26554,"MAS LABOR H2B , LLC, ELIZABETH  WHITLEY",650 FRONT ST. / P.O. BOX 507,LOVINGSTON,VA,PRODUCTION HELPER,13,6.65,HR,7.85,HR
C-08311-41048,11/7/08,11/6/08,PARTIAL CERTIFIED,UT,1/2/09,10/31/09,TUCK LANDSCAPING,"237 WEST BERGER LANE,",,MURRAY,UT,84107,JAMES ALCALA,"ALCALA LAW FIRM, PC.",SALT LAKE CITY,UT,"LABORER, LANDSCAPE",90,8.09,HR,8.09,HR
