CASE_NUMBER,DECISION_DATE,NPC_SUBMITTED_DATE,CASE_STATUS,VISA_CLASS,ALIEN_WORK_STATE,CERTIFICATION_BEGIN_DATE,CERTIFICATION_END_DATE,EMPLOYER_NAME,EMPLOYER_ADDRESS1,EMPLOYER_ADDRESS2,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_STATE,SOC_CODE,SOC_NAME,JOB_TITLE,NBR_WORKERS_CERTIFIED,PREVIALING_WAGE,PW_UNIT_OF_PAY,BASIC_RATE_OF_PAY,BASIC_UNIT_OF_PAY
H-400-13059-850779,3/14/13,2/28/13,Partial Certified,H-2B,MN,3/25/13,12/13/13,Garcia Forest Service LLC,PO BOX 789,262 Gaston McLean Road,Rockingham,NC,28380, N/A,,,45-4011,Forest and Conservation Workers,Forest Worker,86,10.35,Hour,10.35,Hour
H-400-13059-483038,3/14/13,2/28/13,Partial Certified,H-2B,MO,4/1/13,12/14/13,Concrete Aggregates LLC d/b/a Eureka Materials,5151 Highway 109,,Eureka,MO,63025,Arthur Carr III,St. Louis,MS,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,19,8.8,Hour,8.8,Hour
H-400-13059-919692,3/14/13,2/28/13,Partial Certified,H-2B,UT,3/25/13,12/31/13,"Eco Group, LLC",101 Prairie Shopping Center Suite 206,,Hayden,ID,83835,Ginny Muilenburg,Coeur d'Alene,ID,45-4011,Forest and Conservation Workers,Forestry Workers,103,8.53,Hour,8.53,Hour
H-400-13059-166758,3/14/13,2/28/13,Partial Certified,H-2B,WA,5/15/13,12/31/13,"RAMOS REFORESTATION, INC",1760 MT. BRYNION RD,,KELSO,WA,98626,,,,45-4011,Forest and Conservation Workers,FOREST AND CONSERVATION WORKER,41,9.19,Hour,9.19,Hour
H-400-13059-845986,3/14/13,2/28/13,Certified,H-2B,SD,4/1/13,12/15/13,CHS INC.,503 N. POTTER STREET,N/A,GETTYSBURG,SD,57442,KEVIN OPP,ABERDEEN,SD,51-9023,"Mixing and Blending Machine Setters, Operators,",GRAIN/AG LABORER,10,13.65,Hour,13.65,Hour
H-400-13072-167643,3/14/13,3/14/13,Withdrawn,H-2B,VA,4/1/13,11/1/13,HIGH SIERRA POOLS INC,2704 COLUMBIA PIKE,,ARLINGTON,VA,22204,,,,37-2011,"Janitors and Cleaners, Except Maids and","Cleaner, Swimming Pools",0,10.21,Hour,10.21,Hour
H-400-13032-693960,3/15/13,2/18/13,Denied,H-2B,MS,4/1/13,1/31/14,Tarrasco Steel Company,1941 Highway 82 West,,Greenville,MS,38701,LYNN SUSSER,MEMPHIS,TN,47-2171,Reinforcing Iron and Rebar Workers,Rodbuster,0,12.98,Hour,12.98,Hour
H-400-13044-639185,3/15/13,3/1/13,Certified,H-2B,MA,5/15/13,10/15/13,John Pearl,P.O. Drawer 24,10 Main Street,Siasconset,MA,02564,MARK CARCHIDI,YARMOUTH PORT,MA,35-2021,Food Preparation Workers,Food preparation Workers,2,10.33,Hour,10.33,Hour
H-400-13045-508464,3/15/13,3/1/13,Partial Certified,H-2B,VA,4/17/13,12/31/13,"J & W Seafood of Virginia, Inc.",P. O. Box 1109,16552 General Puller Highway,Deltaville,VA,23043,EVELYN WRIGHT,AMHERST,VA,51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",crab meat pickers,49,8.4,Hour,8.4,Hour
H-400-13049-268462,3/15/13,2/20/13,Denied,H-2B,AZ,2/21/13,11/30/13,Younger Brothers Constructions Company,8225 N 75th Ave,N/A,Peoria,AZ,85345,CHARLES THURGOOD,PHOENIX,AZ,47-2061,Construction Laborers,Construction Worker I,0,9.6,Hour,9.6,Hour
H-400-13050-689750,3/15/13,2/19/13,Partial Certified,H-2B,OK,5/1/13,9/30/13,Bar S Foods Company,200 Locust Street,,Clinton,OK,73601,JOHN-CARL ROGGE,BILLINGS,MT,51-9198,Helpers--Production Workers,Production Work-Helpers,50,10.08,Hour,10.08,Hour
H-400-13050-295409,3/15/13,2/19/13,Denied,H-2B,TX,3/1/13,10/30/13,"Pinkie's, Inc.",1426 E. 8th Street,,Odessa,TX,79761,Marcia Needleman,New York,NY,41-2011,Cashiers,Sales Clerk,0,8.17,Hour,8.17,Hour
H-400-13052-078530,3/15/13,2/21/13,Denied,H-2B,SD,4/1/13,12/15/13,"GENUINE BUILDERS, INC.",301 SOUTH HIGHWAY 81,N/A,ARLINGTON,SD,57212,KEVIN OPP,ABERDEEN,SD,47-2061,Construction Laborers,CONSTRUCTION LABORER,0,10.46,Hour,10.46,Hour
H-400-13052-410540,3/15/13,2/21/13,Certified,H-2B,TX,4/15/13,2/15/14,"Cuevas Trawlers, Inc.",725 South Shore Drive,,Port Isabel,TX,78578,Israel Linarte,Laguna Vista,TX,45-3011,Fishers and Related Fishing Workers,SHRIMP BOAT DECKHAND/HEADER,18,12.46,Hour,12.46,Hour
H-400-13052-002698,3/15/13,3/1/13,Certified,H-2B,,5/1/13,9/30/13,"AMERICAN POOL ENTERPRISES, INC.","11515 CRONRIDGE DRIVE, SUITE Q",,OWINGS MILLS,MD,21117,,,,33-9092,"Lifeguards, Ski Patrol, and Other Recreational",Lifeguard,30,9.72,Hour,9.72,Hour
H-400-13052-089124,3/15/13,2/21/13,Certified,H-2B,AR,4/1/13,10/31/13,"Casa Manana, Inc.",18321 Hwy 10,,Little Rock,AR,72223,Tom Travis,Little Rock,AR,35-2014,"Cooks, Restaurant",Cook,5,9.41,Hour,9.41,Hour
H-400-13053-798587,3/15/13,2/25/13,Certified,H-2B,VA,3/15/13,10/1/13,FISH,1649 Kupiers Court,N/A,Mclean,VA,22101,JONATHAN GINSBURG,FAIRFAX,VA,27-2022,Coaches and Scouts,Swim Coach,1,18.75,Hour,18.75,Hour
H-400-13053-782534,3/15/13,2/23/13,Certified,H-2B,CO,4/1/13,11/30/13,G.L.COOK CONCRETE INC.,PO BOX 880253,"350 RIVER RD. Steamboat springs, CO 80487",STEAMBOAT SPRINGS,CO,80488,LILIAN SHEA,AURORA,CO,47-2051,Cement Masons and Concrete Finishers,Concrete Form Setter/Laborer,5,19.33,Hour,19.33,Hour
H-400-13055-208116,3/15/13,3/2/13,Certified,H-2B,MI,4/1/13,11/30/13,"UNITED SWEEP, LLC",62170 VAN DYKE,,WASHINGTON TWP,MI,48094,LAURA CHAMPLIN,SENECA,SC,37-3011,Landscaping and Groundskeeping Workers,Groundskeeper,5,9.59,Hour,9.59,Hour
H-400-13056-682669,3/15/13,2/25/13,Certified,H-2B,TX,3/28/13,11/2/13,Lamar Trailers,7271 FM 38 N,,Sumner,TX,75486,Iram Jafri,Windsor,,51-4121,"Welders, Cutters, Solderers, and Brazers",Welder,14,10.59,Hour,10.59,Hour
H-400-13056-196493,3/15/13,2/25/13,Withdrawn,H-2B,MA,4/1/13,12/10/13,"The Groundskeeper, Inc.",71 Nickerson Road,,Ashland,MA,01721,John Novine,HUDSON,NY,37-3011,Landscaping and Groundskeeping Workers,landscape laborer,0,12.35,Hour,12.35,Hour
H-400-13057-682038,3/15/13,2/26/13,Certified,H-2B,NY,3/15/13,11/15/13,"Ocean Bay Management, Inc.",1764 County Road 39,,Southampton,NY,11968,Aaron Shapiro,New York,NY,37-2011,"Janitors and Cleaners, Except Maids and",Grounds Maintenance Worker,1,15.5,Hour,15.5,Hour
H-400-13060-840325,3/15/13,3/1/13,Partial Certified,H-2B,MA,5/14/13,10/15/13,THE WIANNO CLUB,107 SEA VIEW AVENUE,PO BOX 249,OSTERVILLE,MA,02655,JANE BISHOP,MASHPEE,MA,35-2014,"Cooks, Restaurant",COOKS,22,14.07,Hour,14.07,Hour
H-400-13060-374649,3/15/13,3/1/13,Certified,H-2B,MA,5/14/13,10/15/13,THE WIANNO CLUB,107 SEA VIEW AVENUE,PO BOX 249,OSTERVILLE,MA,02655,JANE BISHOP,MASHPEE,MA,35-9011,Dining Room and Cafeteria Attendants and Bartender,DINING ROOM ATTENDANTS,10,9.81,Hour,9.81,Hour
H-400-13060-113370,3/15/13,3/1/13,Certified,H-2B,MA,5/14/13,10/15/13,THE WIANNO CLUB,107 SEA VIEW AVENUE,PO BOX 249,OSTERVILLE,MA,02655,JANE BISHOP,MASHPEE,MA,35-3031,Waiters and Waitresses,WAITSTAFF,20,12.76,Hour,12.76,Hour
H-400-13060-526489,3/15/13,3/1/13,Certified,H-2B,AK,6/1/13,10/30/13,Hanwa American Corporation,"Two Union Square, 601 Union Street, Suite 626",,Seattle,WA,98101,,,,51-3092,Food Batchmakers,Salmon Roe Technician,17,13.35,Hour,13.35,Hour
H-400-13060-801188,3/15/13,3/1/13,Certified,H-2B,NJ,4/1/13,12/13/13,BTS Landscaping,2 Gold Mine Rd.,,Flanders,NJ,07836,Luisa Ramirez,Pine Brook,NJ,37-3011,Landscaping and Groundskeeping Workers,Landscaping Labor,6,9.89,Hour,9.89,Hour
H-400-13060-903556,3/15/13,3/1/13,Certified,H-2B,ND,4/30/13,11/30/13,Midwest Landscaping,7510 66th St. S,,Horace,ND,58047,,Coeur d'Alene,ID,37-3011,Landscaping and Groundskeeping Workers,Landscaping Laborer,10,8.83,Hour,8.83,Hour
H-400-13060-673121,3/15/13,3/1/13,Certified,H-2B,MA,5/14/13,10/15/13,THE WIANNO CLUB,107 SEA VIEW AVENUE,PO BOX 249,OSTERVILLE,MA,02655,JANE BISHOP,MASHPEE,MA,35-9021,Dishwashers,DISHWASHERS,10,9.59,Hour,9.59,Hour
H-400-13060-765196,3/15/13,3/1/13,Partial Certified,H-2B,MS,4/1/13,12/31/13,Sharper Image,1048 Thorn Avenue,,Ocean Springs,MS,39564,,,,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,7,9.05,Hour,9.05,Hour
H-400-13061-787241,3/15/13,3/2/13,Certified,H-2B,MI,4/1/13,12/1/13,"TROST IRRIGATION, INC.",215 BROWN ROAD,,ORION,MI,48359,LAURA CHAMPLIN,SENECA,SC,37-3011,Landscaping and Groundskeeping Workers,Groundskeeper,15,9.59,Hour,9.59,Hour
H-400-13062-479970,3/15/13,3/3/13,Partial Certified,H-2B,TX,5/2/13,3/2/14,Garcia Enterprises Inc,Turnin Basin #1 South 12th Street,"Mailing: P.O. Box 685, Palacios, TX 77465",Palacios,TX,77465,RITA ROMERO,BAY CITY,TX,45-3011,Fishers and Related Fishing Workers,Deck Hand/Headers,48,10.39,Hour,10.39,Hour
H-400-13045-316118,3/18/13,3/4/13,Certified,H-2B,ME,5/1/13,10/15/13,Geddy's Pub,19 Main Street,P.O. Box 955,Bar Harbor,ME,04609,MARK CARCHIDI,YARMOUTH PORT,MA,35-2021,Food Preparation Workers,Food Preparation Workers,3,8.24,Hour,8.24,Hour
H-400-13057-877843,3/18/13,3/4/13,Certified,H-2B,AK,5/25/13,11/15/13,"WESTWARD SEAFOODS, INC.",2101 FOURTH AVENUE,SUITE 1700,SEATTLE,WA,98121-2377,Richard Rawson,Seattle,WA,51-3092,Food Batchmakers,Seafood Processing Technician (Surimi and Roe),14,10,Hour,10,Hour
H-400-13059-486115,3/18/13,3/4/13,Certified,H-2B,NE,4/1/13,10/25/13,"Kemper Sports Management, Inc.",500 Skokie Boulevard,Suite 444,Northbrook,IL,60062,GRACE KAN,FARMERS BRANCH,TX,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer 1,14,8.13,Hour,8.13,Hour
H-400-13060-699124,3/18/13,3/4/13,Certified,H-2B,TX,4/1/13,11/30/13,DL Mitchell Landscaping Inc,16950 Dove Prairie Rd,"Mailing: PO Box 978, Canyon, TX 79015",Canyon,TX,79015,ARNULFO HINOJOSA,BAY CITY,TX,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,4,8.45,Hour,8.45,Hour
H-400-13063-340155,3/18/13,3/4/13,Certified,H-2B,NY,4/1/13,11/30/13,Michael S. Ferraro,605-8 Calm Lake Drive,,Farmington,NY,14425,RON KATIRAEI,NEW YORK,NY,39-2021,Nonfarm Animal Caretakers,Stable Attendant,15,10.35,Hour,10.35,Hour
H-400-13063-403250,3/18/13,3/4/13,Certified,H-2B,PA,4/1/13,12/31/13,Nemacolin Woodlands Resort and Spa,1001 Lafayette Drive,N/A,Farmington,PA,15437,LESLIE HOLMAN,BURLINGTON,VT,35-3031,Waiters and Waitresses,Dining Room Attendant,29,8.15,Hour,8.15,Hour
H-400-13063-703183,3/18/13,3/4/13,Certified,H-2B,PA,4/1/13,12/31/13,Nemacolin Woodlands Resort and Spa,1001 Lafayette Drive,N/A,Farmington,PA,15437,LESLIE HOLMAN,BURLINGTON,VT,35-2015,"Cooks, Short Order",Prep Cook,15,8.07,Hour,8.07,Hour
H-400-13063-520524,3/18/13,3/4/13,Certified,H-2B,,4/5/13,10/15/13,West Tree Service,6300 Forbing Road,,Little Rock,AR,72209,Nicole Ward,Coeur d'Alene,ID,37-3013,Tree Trimmers and Pruners,Tree Trimmers utility,8,13,Hour,13,Hour
H-400-13063-084790,3/18/13,3/4/13,Certified,H-2B,IL,4/1/13,12/16/13,Sloane's Landscaping & Nursery Inc,16849 S. Cicero Ave,"8801 W. 174th St; Tinley Park, IL 60487",Tinley Park,IL,60487,Daniel Farrell,Vass,NC,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,15,9.3,Hour,9.3,Hour
H-400-13063-695594,3/18/13,3/4/13,Certified,H-2B,NC,6/6/13,12/19/13,"Pamlico Packing Co., Inc.",66 Cross Road,P O Box 336,Grantsboro,NC,28529,,,,53-7064,"Packers and Packagers, Hand",Shrimp Packer,23,7.8,Hour,7.8,Hour
H-400-13063-573214,3/18/13,3/4/13,Partial Certified,H-2B,IL,4/1/13,11/15/13,"ValleyCrest Landscape Maintenance, Inc.","563 Commonwealth Drive, Unit 1700",,East Dundee,IL,60118,,,,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,14,9.3,Hour,9.3,Hour
H-400-13063-297261,3/18/13,3/4/13,Certified,H-2B,MN,5/20/13,10/20/13,Schroder Concessions,16281 Ames Way,,Faribault,MN,55021,LESLI DOWNS,SAND SPRINGS,OK,35-3022,"Counter Attendants, Cafeteria, Food Concession,",Amusement & Recreation Attendant,15,7.99,Hour,7.99,Hour
H-400-13050-035031,3/19/13,3/5/13,Partial Certified,H-2B,TX,5/2/13,3/2/14,Gar Shrimp Corporation,Turning Basin 1 - 11th St.,"Mailing: PO Box 1234, Palacios, TX 77465",Palacios,TX,77465,RITA ROMERO,BAY CITY,TX,45-3011,Fishers and Related Fishing Workers,Deck Hand/Headers,19,10.39,Hour,10.39,Hour
H-400-13055-892315,3/19/13,2/25/13,Denied,H-2B,MT,4/1/13,12/31/13,Golden Four Incorporated,1550 South Central Avenue,,SIDNEY,MT,59270,JOHN-CARL ROGGE,BILLINGS,MT,35-3022,"Counter Attendants, Cafeteria, Food Concession,",Crew Member,0,8.33,Hour,8.33,Hour
H-400-13060-041724,3/19/13,3/5/13,Certified,H-2B,NE,4/1/13,10/25/13,"Kemper Sports Management, Inc.",500 Skokie Boulevard,Suite 444,Northbrook,IL,60062,GRACE KAN,FARMERS BRANCH,TX,37-2012,Maids and Housekeeping Cleaners,Housekeeper,4,8.06,Hour,8.06,Hour
H-400-13060-498889,3/19/13,3/5/13,Certified,H-2B,,3/19/13,11/12/13,"Mike Edrick Stables, Inc",2848 Triunfo Canyon Road,,Agoura Hills,CA,91301,LISA GALLIATH,CARLSBAD,CA,39-2021,Nonfarm Animal Caretakers,Horse Show Groom,4,9.8,Hour,9.8,Hour
H-400-13060-974058,3/19/13,3/1/13,Certified,H-2B,IL,3/19/13,11/15/13,Youth Elite Soccer,3311 Washington Road,,McMurray,PA,15317,Ralph Klopp,Cleveland,OH,27-2022,Coaches and Scouts,Soccer Camp Counselor/Coach,69,18,Hour,18,Hour
H-400-13060-354839,3/19/13,3/5/13,Certified,H-2B,NE,4/1/13,10/25/13,"Kemper Sports Management, Inc.",500 Skokie Boulevard,Suite 444,Northbrook,IL,60062,GRACE KAN,FARMERS BRANCH,TX,35-2015,"Cooks, Short Order",Cook,5,8.61,Hour,8.61,Hour
H-400-13060-119920,3/19/13,3/1/13,Certified,H-2B,IN,3/19/13,12/31/13,"LIZCANO, LLC.",1730 W. BROADWAY ST.,,PRINCETON,IN,47670,NORMA LINDA PEREZ,BROWNSVILLE,TX,35-2021,Food Preparation Workers,FOOD PREPARATION WORKERS,5,8.9,Hour,8.9,Hour
H-400-13063-897923,3/19/13,3/4/13,Partial Certified,H-2B,,5/10/13,9/25/13,S.E.W. FRIEL,100 FRIEL PLACE,PO BOX 10,QUEENSTOWN,MD,21658,,,,51-9198,Helpers--Production Workers,Production Helper,80,7.4,Hour,7.4,Hour
H-400-13063-005470,3/19/13,3/4/13,Certified,H-2B,SC,5/15/13,11/7/13,Woodcrest Building Services LLC,2480 Executive Drive,Suite 116,St. Charles,MO,63303,Jay Ruby,Atlanta,GA,37-2012,Maids and Housekeeping Cleaners,Maids & Housekeepers,18,8.08,Hour,8.08,Hour
H-400-13063-252356,3/19/13,3/4/13,Partial Certified,H-2B,CO,4/1/13,10/31/13,ValleyCrest Companies,24151 Ventura Road,N/A,Calabasas,CA,91302,Kevin Lashus,Austin,TX,37-3011,Landscaping and Groundskeeping Workers,Groundskeeper / Landscape Laborer,10,10,Hour,10,Hour
H-400-13063-626155,3/19/13,3/4/13,Certified,H-2B,OH,3/19/13,12/31/13,"RAY AZTECA RESTAURANT, INC.",1870 BUCHHOLZER BLVD.,,AKRON,OH,44310,NORMA LINDA PEREZ,BROWNSVILLE,TX,35-3021,"Combined Food Preparation and Serving Workers,",FOOD SERVICE WORKERS,5,8.66,Hour,8.66,Hour
H-400-13063-970349,3/19/13,3/4/13,Certified,H-2B,IL,3/19/13,12/31/13,EL BURRITO LOCO OF ILLINOIS,104 N. BOLINGBROOK DR.,,BOLINGBROOK,IL,60440,NORMA LINDA PEREZ,BROWNSVILLE,TX,35-3021,"Combined Food Preparation and Serving Workers,",FOOD SERVICE WORKER,10,9.31,Hour,9.31,Hour
H-400-13063-675740,3/19/13,3/4/13,Certified,H-2B,AL,3/19/13,12/31/13,"TARRO DE ORO, INC.",24663 JOHN T. REID PKWY,,SCOTTSBORO,AL,35769,NORMA LINDA PEREZ,BROWNSVILLE,TX,35-3021,"Combined Food Preparation and Serving Workers,",FOOD SERVICE WORKERS,9,8.22,Hour,8.22,Hour
H-400-13063-384413,3/19/13,3/5/13,Certified,H-2B,WY,6/1/13,10/20/13,"Log Care, Inc",1925 Alta North Rd,,Alta,WY,83414,CHARLES THURGOOD,PHOENIX,AZ,47-2061,Construction Laborers,Constructions Worker I,4,12.25,Hour,12.25,Hour
H-400-13064-400088,3/19/13,3/5/13,Certified,H-2B,ME,5/10/13,10/31/13,"Highbrook, Inc.","P.O. Box 27, Hulls Cove, ME  04644",94 Eden Street,Bar Harbor,ME,04609,MARK CARCHIDI,YARMOUTH PORT,MA,37-2012,Maids and Housekeeping Cleaners,Maids and Housekeeping Cleaners,5,8.26,Hour,8.26,Hour
H-400-13064-054362,3/19/13,3/5/13,Certified,H-2B,TX,3/19/13,11/16/13,Chris's Irrigation and Landscape,630 Church St.,,Sulphur Springs,TX,75482,DANIELLE CLARK,WYLIE,TX,37-3011,Landscaping and Groundskeeping Workers,LANDSCAPE LABORER,14,8.15,Hour,8.15,Hour
H-400-13064-142007,3/19/13,3/5/13,Certified,H-2B,LA,5/8/13,12/1/13,"Rock's Lawn Care/Stump Out, LLC",126 Shamrock Dr,,Gray,LA,70359,LINDA WHITE,LIVINGSTON,LA,37-3011,Landscaping and Groundskeeping Workers,Landscaping and Grounds Keeping Workers,12,8.28,Hour,8.28,Hour
H-400-13064-396490,3/19/13,3/5/13,Certified,H-2B,VT,4/30/13,10/30/13,"BEACH PROPERTIES, INC",4800 BASIN HARBOR ROAD,,VERGENNES,VT,05491,,,,37-2012,Maids and Housekeeping Cleaners,Housekeeper,25,9,Hour,9,Hour
H-400-13064-744633,3/19/13,3/5/13,Certified,H-2B,AK,5/10/13,9/30/13,"Pac-Maru, Inc.","4209 21st Avenue West, Suite 222",,Seattle,WA,98199,Robert Mimbu,Seattle,WA,51-1011,First-Line Supervisors of Production and Operating,Salmon Roe Supervisor,3,48.98,Hour,48.98,Hour
H-400-13064-576115,3/19/13,3/5/13,Certified,H-2B,NJ,5/14/13,10/15/13,"Stephano Enterprises, Inc",1814 Long Beach Blvd.,,Beach Haven,NJ,08008,Nicole Ward,Coeur d'Alene,ID,35-2021,Food Preparation Workers,Food Preparation Workers,10,8.08,Hour,8.08,Hour
H-400-13064-696687,3/19/13,3/5/13,Certified,H-2B,KS,4/8/13,10/31/13,"Epic Landscape Productions, LLC",23933 W. 175th Street,,Gardner,KS,66030,Stephen Ward,Coeur d'Alene,ID,37-3011,Landscaping and Groundskeeping Workers,Landscapers,41,13.72,Hour,13.72,Hour
H-400-13064-855736,3/19/13,3/5/13,Certified,H-2B,ND,4/1/13,12/15/13,R ENTERPRISES INC.,11104 88TH STREET SE,N/A,OAKES,ND,58474,KEVIN OPP,ABERDEEN,SD,47-2061,Construction Laborers,GENERAL LABORER,10,12.35,Hour,12.35,Hour
H-400-13064-386008,3/19/13,3/5/13,Withdrawn,H-2B,AR,5/1/13,10/15/13,West Tree Service,6300 Forbing Road,,Little Rock,AR,72209,Nicole Ward,Coeur d'Alene,ID,37-3012,"Pesticide Handlers, Sprayers, and Applicators,",Sprayers - Herbicide,0,10.99,Hour,10.99,Hour
H-400-13064-397883,3/19/13,3/5/13,Partial Certified,H-2B,RI,3/19/13,7/1/13,"RHODE ISLAND PREMIER SOCCER, LLC.",1425 KINGSTOWN RD,BOX 6,PEACEDALE,RI,02879,GREGORY VARTANIAN,BOSTON,MA,27-2022,Coaches and Scouts,Assistant Academy Coach,14,16.2,Hour,16.2,Hour
H-400-13052-860845,3/20/13,2/22/13,Denied,H-2B,CA,5/1/13,4/30/14,GOLDEN ACRES HOME CARE II,2962 JEFFERSON AVENUE,n/a,YUBA CITY,CA,95993,,,,39-9021,Personal Care Aides,Live in Caregiver,0,10,Hour,10,Hour
H-400-13053-494754,3/20/13,3/4/13,Certified,H-2B,MD,5/20/13,9/30/13,"AMERICAN POOL ENTERPRISES, INC.","11515 CRONRIDGE DRIVE, SUITE Q",,OWINGS MILLS,MD,21117,,,,43-9061,"Office Clerks, General",Office Clerk,6,14.75,Hour,14.75,Hour
H-400-13054-451189,3/20/13,2/23/13,Denied,H-2B,MA,5/14/13,9/1/13,"WINADU OPERATING CO., LLC",3 NEW KING STREET,,WHITE PLAINS,NY,10604,,,,35-9011,Dining Room and Cafeteria Attendants and Bartender,Kitchen/Dining Room Staff,0,9.51,Hour,9.51,Hour
H-400-13056-840628,3/20/13,2/25/13,Denied,H-2B,NJ,4/1/13,12/17/13,"In the Garden, Inc.",555 Sergeantville Road,,Flemington,NJ,08822,John Leschak,Freehold,NJ,37-1012,"First-Line Supervisors of Landscaping, Lawn","First-line supervisor of landscaping, lawn service",0,26.12,Hour,26.12,Hour
H-400-13056-020772,3/20/13,3/6/13,Certified,H-2B,TX,4/1/13,12/12/13,"Infinity Lawn and Landscape, LLC","2540 King Arthur Blvd, Ste 209E",,Lewisville,TX,75056,RITA ROMERO,BAY CITY,TX,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,10,8.12,Hour,8.12,Hour
H-400-13057-514583,3/20/13,2/26/13,Denied,H-2B,PA,3/18/13,12/13/13,TONY GUY,744 ORCHARD TERRACE,,SEWICKLEY,PA,15143,JUAN CARBAJAL,SODUS,NY,37-3011,Landscaping and Groundskeeping Workers,LANDSCAPING AND GROUNDSKEEPING WORKERS,0,8.5,Hour,8.5,Hour
H-400-13058-912882,3/20/13,2/27/13,Denied,H-2B,ND,4/1/13,12/15/13,"WINN CONSTRUCTION, INC.",882 S. MAIN,N/A,DICKINSON,ND,58602,KEVIN OPP,ABERDEEN,SD,47-2061,Construction Laborers,CONSTRUCTION LABORER,0,12.96,Hour,12.96,Hour
H-400-13063-571431,3/20/13,3/6/13,Partial Certified,H-2B,TX,4/1/13,12/10/13,"C & T Lawns, LLC",2440 Michael Drive,,Southlake,TX,76092,PATRICIA HALL,LAKE PARK,GA,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborers,7,8.12,Hour,8.12,Hour
H-400-13065-759531,3/20/13,3/6/13,Certified,H-2B,IL,4/18/13,10/31/13,"WINDY CITY AMUSEMENTS, INC",914 W. MAIN ST.,,ST. CHARLES,IL,60174-0000,JAMES JUDKINS,RIO HONDO,TX,39-3091,Amusement and Recreation Attendants,Amusement and Recreation Attendants - Traveling Ca,15,342,Week,342,Week
H-400-13065-620617,3/20/13,3/6/13,Certified,H-2B,LA,5/9/13,12/15/13,Nolan's Quality Lawn Care LLC,2643 Hwy 107,,Pineville,LA,71360,LINDA WHITE,LIVINGSTON,LA,37-3011,Landscaping and Groundskeeping Workers,Landscaping and Groundskeeping Workers,8,8.21,Hour,8.21,Hour
H-400-13065-130100,3/20/13,3/6/13,Certified,H-2B,PA,4/1/13,12/24/13,The Lawn Works Company,201 East Thompson Ave.,,Springfield,PA,19064,MICHELE CONTRERAS,PHILADELPHIA,PA,37-3011,Landscaping and Groundskeeping Workers,Landscaping and Groundskeeping Workers,12,9.22,Hour,9.22,Hour
H-400-13065-042374,3/20/13,3/6/13,Certified,H-2B,MA,5/1/13,10/16/13,CENTER STREET ACKQUISITION LLC,11 INDIA STREET,,NANTUCKET,MA,02554,JANE BISHOP,MASHPEE,MA,37-2012,Maids and Housekeeping Cleaners,HOUSEKEEPER,2,11.45,Hour,11.45,Hour
H-400-13065-537835,3/20/13,3/6/13,Certified,H-2B,ME,4/1/13,11/1/13,"MIKE'S CLAM SHACK, INC.",1150 POST ROAD,N/A,WELLS,ME,04090,JANE BISHOP,MASHPEE,MA,35-2015,"Cooks, Short Order",SHORT ORDER COOK,9,10.46,Hour,10.46,Hour
H-400-13065-542157,3/20/13,3/6/13,Partial Certified,H-2B,NC,4/15/13,11/30/13,McManus Farms & Landscaping Inc,500 Old Farm Road,"PO Box 424; Banner Elk, NC 28604",Banner Elk,NC,28604,Daniel Farrell,Vass,NC,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,7,8.39,Hour,8.39,Hour
H-400-13065-349170,3/20/13,3/6/13,Certified,H-2B,MI,6/15/13,11/15/13,Whitewood Shores Co.,1037 N. State Street,,Saint Ignace,MI,49781,TIMOTHY OLEARY,WASHINGTON,DC,37-2012,Maids and Housekeeping Cleaners,Housekeeper,4,8.16,Hour,8.16,Hour
H-400-13052-546324,3/21/13,3/5/13,Certified,H-2B,VA,4/1/13,12/31/13,Urbanna Seafood Company,9 Seahawk Drive,P.O. Box 552,Urbanna,VA,23175,Elizabeth Whitley,Lovingston,VA,51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",Crab Pickers/Processors,40,7.45,Hour,7.45,Hour
H-400-13052-907789,3/21/13,3/2/13,Partial Certified,H-2B,CO,4/1/13,12/15/13,"ADCOCK CONCRETE, INC.","2458 INDUSTRIAL BLVD, SUITE1",,GRAND JUNCTION,CO,81505,,,,47-2061,Construction Laborers,Construction Laborer,21,13.81,Hour,13.81,Hour
H-400-13053-862270,3/21/13,3/7/13,Certified,H-2B,CO,4/1/13,11/30/13,"TEG RESTAURANT GROUP, INC.",160 E. COLLEGE DR.,,DURANGO,CO,81301,MARIE LOWE,DENVER,CO,35-2014,"Cooks, Restaurant",Assistant Fusion Sushi Chef,1,12.5,Hour,12.5,Hour
